UserId,City
294576716,sydney
168352722,brisbane
732107041481711616,sydney
28425776,hobart
782896015938428928,melbourne
522921579,melbourne
3219973015,sydney
17591228,melbourne
2561303868,brisbane
305314354,brisbane
60440576,adelaide
2473120759,melbourne
22736463,sydney
16166995,melbourne
73569020,canberra
197293511,sydney
1038804547,sydney
205558807,melbourne
127405004,sydney
60483082,canberra
41371633,melbourne
224808272,sydney
634834889,melbourne
265341952,melbourne
3091729766,adelaide
17257118,melbourne
544876345,perth
217565778,melbourne
419157699,brisbane
708820022,sydney
132543808,perth
789209081143627776,sydney
505261407,hobart
35649339,sydney
19835426,sydney
24662741,sydney
31021811,brisbane
634095493,brisbane
283380480,brisbane
2950802138,hobart
3277808498,melbourne
2264014704,melbourne
791517917464498177,canberra
19061980,brisbane
26136160,brisbane
202130914,sydney
2365288760,perth
807455797374545920,sydney
383516019,canberra
774694926135222272,hobart
152597785,perth
207179489,melbourne
100203976,melbourne
938805229,melbourne
38042936,melbourne
861234503250923520,sydney
741876391767986177,melbourne
177329529,sydney
427003064,sydney
163004388,brisbane
2665831200,canberra
24797102,adelaide
111013637,melbourne
330616036,melbourne
3187283252,sydney
2315806351,melbourne
330496178,melbourne
360558393,melbourne
224622978,sydney
263311965,adelaide
2363363444,adelaide
236370112,sydney
34626848,sydney
271816510,sydney
22456643,sydney
4917872954,sydney
44512295,brisbane
23542416,canberra
20978781,sydney
598856643,melbourne
403314051,canberra
284336791,melbourne
107094297,sydney
53002109,sydney
1382996792,melbourne
4017978974,melbourne
41257262,melbourne
248027724,sydney
240983508,brisbane
432284169,adelaide
1142173027,melbourne
5648922,melbourne
47352221,sydney
822409,canberra
252034167,melbourne
25512188,sydney
891591850812882944,brisbane
311127026,hobart
632681333,melbourne
44263525,hobart
138905682,melbourne
302898317,sydney
19158089,sydney
1297905300,adelaide
436079352,sydney
2916622773,melbourne
713970073,canberra
54388041,melbourne
270460949,sydney
39887629,sydney
77938944,sydney
197585375,brisbane
24156244,perth
133872365,sydney
46299813,sydney
38163549,sydney
2964767562,brisbane
759016531598598145,adelaide
368608009,melbourne
2909676427,sydney
35657315,melbourne
115740951,melbourne
2354174221,melbourne
3192966470,perth
53145847,perth
283993505,perth
24297036,sydney
1316408442,canberra
24056566,sydney
307926940,melbourne
39468666,sydney
440392864,brisbane
1694934038,sydney
4426637334,perth
417781685,brisbane
279837623,brisbane
2235418220,brisbane
178143431,melbourne
258223138,sydney
43797149,melbourne
611901816,melbourne
1099646029,sydney
213327299,sydney
36939187,sydney
3180792588,sydney
108617848,sydney
2734005449,melbourne
809640593433325569,sydney
351562154,melbourne
184299121,brisbane
102539046,sydney
936317785529114626,sydney
464535403,canberra
178969273,melbourne
598813816,brisbane
419846404,sydney
21947020,sydney
87423009,melbourne
1319293219,brisbane
35424450,sydney
1322449700,sydney
2604269677,melbourne
17034483,sydney
43413743,melbourne
33918157,melbourne
47711578,perth
91287355,sydney
745236385,melbourne
377891222,melbourne
45366042,sydney
2121251,melbourne
899891955492044800,adelaide
285961049,adelaide
3055986061,brisbane
152664361,perth
121368898,melbourne
2439514542,melbourne
2319177744,melbourne
4739735828,melbourne
1942139149,melbourne
451714855,sydney
98552567,melbourne
101147221,sydney
714093827984764929,sydney
289080476,brisbane
125227340,brisbane
231725470,brisbane
282629465,canberra
488501772,melbourne
127060284,hobart
42361742,adelaide
312504611,brisbane
984419436,brisbane
969723383595192320,adelaide
828469412,melbourne
34161812,sydney
1595718354,melbourne
186429386,melbourne
179748108,brisbane
4876443192,sydney
15166808,perth
23259910,sydney
120303712,brisbane
3288263700,sydney
1420170660,sydney
1608229880,sydney
2728914407,sydney
21622058,sydney
506632335,brisbane
95048142,sydney
72318255,melbourne
24655460,melbourne
130300753,melbourne
337779475,canberra
62024240,melbourne
2926806343,sydney
142342633,sydney
47562870,melbourne
19952637,adelaide
1345664180,sydney
80223906,adelaide
1322199505,melbourne
294171746,melbourne
1863493506,adelaide
17020962,adelaide
265408481,melbourne
131128619,melbourne
2579219834,brisbane
28571806,sydney
249391321,perth
146649379,sydney
150548635,melbourne
17065178,perth
249389632,sydney
851119587357839362,sydney
1634472564,adelaide
19518764,brisbane
181255276,perth
374910911,melbourne
30667867,brisbane
181075334,sydney
291643955,sydney
411083820,brisbane
121626734,melbourne
3481192512,adelaide
17062759,brisbane
767671008228577280,adelaide
816825968,melbourne
183807522,canberra
3266328014,brisbane
44111835,sydney
240028072,hobart
17123538,sydney
881856087355310082,adelaide
964470732,brisbane
268554255,brisbane
404370160,brisbane
249044370,melbourne
24900061,melbourne
278302024,melbourne
136356993,melbourne
3252093270,sydney
2452292778,perth
153405651,sydney
526603016,sydney
28899618,melbourne
308982401,brisbane
514982902,sydney
18284593,sydney
853946575193645058,brisbane
280394265,melbourne
78757948,sydney
3795931875,brisbane
870500494409465856,canberra
475727213,melbourne
14646610,melbourne
950527399023624193,sydney
59161966,melbourne
457353114,perth
65207511,melbourne
17644011,sydney
472869586,perth
1726515348,perth
21936769,brisbane
398358447,brisbane
239758559,brisbane
20494141,canberra
30388821,melbourne
372190411,sydney
462113146,adelaide
100261474,sydney
276387199,sydney
2899939772,melbourne
192327168,adelaide
64333669,melbourne
386464078,adelaide
2850172856,brisbane
19141610,canberra
868609723351703552,perth
3265882068,melbourne
257189785,perth
297071421,brisbane
2303834256,melbourne
35863461,brisbane
66494030,perth
27380235,sydney
946679861573140480,melbourne
18376666,perth
2297006918,melbourne
66274350,melbourne
33274676,sydney
4816537604,brisbane
3181310163,perth
311599762,perth
25734838,adelaide
15115538,brisbane
771102612733173760,adelaide
3273076921,sydney
790868354,melbourne
917707089975193600,sydney
61560677,melbourne
33450403,melbourne
391657577,sydney
24677017,brisbane
3384110182,melbourne
127414767,melbourne
3291879037,melbourne
35793556,sydney
101096980,sydney
8669832,sydney
562026635,hobart
3576506054,canberra
1883119440,perth
47805795,melbourne
3400456365,brisbane
2265492782,perth
4024818912,perth
1042590967,adelaide
590693048,sydney
574502952,brisbane
521085621,adelaide
20678490,brisbane
779417798,brisbane
808651452,melbourne
95873936,adelaide
52406616,melbourne
139615080,perth
3049354736,melbourne
1008696540,perth
167670551,sydney
28525266,sydney
29384474,melbourne
597166766,canberra
419597922,brisbane
113977757,brisbane
361069429,melbourne
30887845,sydney
177440823,sydney
48081343,hobart
40429731,adelaide
560967186,sydney
23744407,sydney
2813513881,adelaide
63081163,perth
15832900,melbourne
55410257,melbourne
155782063,brisbane
349707832,sydney
550114230,brisbane
869421745265983489,sydney
2428111388,sydney
72891315,sydney
189183299,perth
2402563228,brisbane
2305276082,melbourne
182803845,melbourne
298990486,adelaide
122024487,perth
292882545,melbourne
168598790,brisbane
17860864,melbourne
243124983,melbourne
1390894862,perth
121646471,sydney
360862983,melbourne
262117257,melbourne
1153433676,brisbane
266873840,sydney
4816761140,melbourne
2899149439,canberra
793056847,brisbane
145975395,sydney
125196824,adelaide
33752921,perth
143997060,adelaide
862717186359517184,melbourne
573296781,sydney
75969723,melbourne
10415182,sydney
1071832477,melbourne
59967449,canberra
119992068,melbourne
233122073,sydney
2424852559,sydney
2874397911,melbourne
287247580,melbourne
743150308763787269,hobart
129831119,brisbane
1567197847,sydney
35711699,perth
1244872249,canberra
789690292194508801,adelaide
157281625,sydney
3048711,sydney
15399050,brisbane
285975373,brisbane
15386283,brisbane
416726079,melbourne
612946810,brisbane
163156294,melbourne
1443242850,sydney
565012072,canberra
1171828362,sydney
33852479,melbourne
499889081,sydney
2590556664,melbourne
544206447,brisbane
19876109,melbourne
990373507,melbourne
122382491,sydney
40613410,sydney
3382063152,melbourne
27757125,melbourne
1366144100,melbourne
92023759,brisbane
806318192293330944,melbourne
65029797,melbourne
45340796,adelaide
899888334566117376,perth
512875236,brisbane
28486044,sydney
3826439233,brisbane
606274455,brisbane
825129336,brisbane
44498331,melbourne
18070112,sydney
412824955,adelaide
3379320161,sydney
83320661,melbourne
749144215183953920,sydney
491850710,melbourne
81808140,melbourne
600449452,sydney
883229802886451201,melbourne
1881474618,sydney
336000244,adelaide
82579359,adelaide
112691442,sydney
2887276519,sydney
553922132,brisbane
3251558892,brisbane
756466220,perth
89436914,sydney
23828336,sydney
71857543,melbourne
2449196382,melbourne
48979761,adelaide
103446314,melbourne
1548881210,perth
118092919,melbourne
1486326908,sydney
254779409,adelaide
2521953536,brisbane
33571159,sydney
2845833032,sydney
338203612,melbourne
18603483,sydney
1699057608,melbourne
65910669,perth
59053917,brisbane
39358389,melbourne
754301864099708929,melbourne
332285733,sydney
273794462,brisbane
195610992,sydney
41853628,adelaide
29145884,brisbane
1170186642,sydney
385379586,perth
257282828,melbourne
24516751,melbourne
451927756,perth
25058830,brisbane
535805617,sydney
39332988,melbourne
84058670,sydney
461517666,perth
392931041,brisbane
995981514,sydney
190166101,melbourne
526938421,melbourne
88345320,sydney
790642882822737920,adelaide
857110802670788613,canberra
59389993,sydney
14415625,melbourne
2912005844,perth
76521287,adelaide
15117610,sydney
3797611333,sydney
1688117731,perth
752038823027101697,perth
202141861,perth
129154489,sydney
346409614,brisbane
126540733,hobart
1612752786,hobart
19019765,melbourne
19908338,melbourne
14622958,melbourne
597076862,perth
733502768283942913,sydney
117350995,sydney
104475680,brisbane
352984375,canberra
310303220,canberra
2784915014,perth
21757199,melbourne
2187439039,melbourne
17306235,sydney
58133835,brisbane
1108565574,brisbane
233868861,brisbane
2596574305,canberra
573244782,canberra
38072507,canberra
393585422,melbourne
2291058632,melbourne
2797572830,melbourne
290404780,melbourne
28948170,perth
2686106365,canberra
787281542506696704,sydney
251460376,sydney
84784045,sydney
635203819,sydney
747885836557946880,melbourne
833216099206324224,sydney
969275161,sydney
210050925,sydney
53391671,melbourne
2281473752,brisbane
14279541,brisbane
256016862,melbourne
502342692,melbourne
845340680,adelaide
383168854,sydney
508683714,brisbane
25913404,melbourne
185953237,sydney
101619083,melbourne
533045489,melbourne
16831787,melbourne
63645721,melbourne
44313168,melbourne
2959304707,melbourne
879995252420902912,perth
56922827,melbourne
850193442122510336,melbourne
110380206,sydney
17404776,melbourne
339658504,sydney
582593815,melbourne
30602693,brisbane
119003386,perth
43503865,brisbane
1569549289,melbourne
2934357320,melbourne
135170704,melbourne
352268930,sydney
20649605,sydney
328860244,sydney
204699772,canberra
190207575,melbourne
951430134,melbourne
195953284,sydney
813341331191799808,sydney
99498639,sydney
23584598,canberra
540868756,sydney
24396032,sydney
83546545,sydney
339700744,sydney
868300825231216640,sydney
325575354,adelaide
56937905,brisbane
39699580,sydney
21552046,melbourne
430624150,canberra
26182006,melbourne
134019218,melbourne
179473950,melbourne
860655877774127104,melbourne
1362891607,canberra
4837830434,melbourne
33862217,perth
3194416692,perth
233176350,sydney
2262116443,brisbane
803999363135578112,perth
19074364,melbourne
322866759,canberra
170223756,hobart
2309833670,melbourne
361795307,melbourne
1062136398,melbourne
712289862,sydney
455410217,adelaide
1381413517,melbourne
279837049,perth
3146870844,sydney
1703931128,sydney
101325044,sydney
2985888676,melbourne
330106714,brisbane
207160567,melbourne
232864215,melbourne
713192172,adelaide
39998386,adelaide
97552161,adelaide
579396376,adelaide
2338097623,melbourne
2252157271,adelaide
48391192,sydney
28197012,sydney
28087214,sydney
1110587538,adelaide
38968374,adelaide
312312502,brisbane
473093889,melbourne
23058388,sydney
19279636,brisbane
2564918036,melbourne
282930308,melbourne
93084659,melbourne
2910042540,perth
714794730664693760,sydney
46310820,sydney
303737741,sydney
20965225,brisbane
17806325,sydney
3238307202,sydney
2570215704,melbourne
145175913,melbourne
232242674,sydney
207482188,brisbane
455569597,perth
29698802,perth
76258039,melbourne
1261218373,sydney
371246784,sydney
2677261230,sydney
32442380,sydney
253358159,melbourne
1603169630,brisbane
743342489952628736,melbourne
800538022273896448,sydney
462688603,sydney
24499890,melbourne
129470421,melbourne
35851666,sydney
1854608755,brisbane
300118991,melbourne
518305781,sydney
24323936,melbourne
269737420,perth
219641806,perth
536127514,sydney
20834194,sydney
32586741,melbourne
742677505,sydney
100804415,melbourne
255423238,sydney
17831966,perth
35730443,sydney
442017962,melbourne
288639094,brisbane
14880087,melbourne
43312677,melbourne
336491987,melbourne
1624405176,melbourne
277557920,hobart
28103490,hobart
923766604520767488,adelaide
349464896,brisbane
19099143,brisbane
52085703,melbourne
392171548,melbourne
2240287453,sydney
4622249412,sydney
818298959571492865,brisbane
2910587792,canberra
26993668,melbourne
218398581,sydney
220758622,brisbane
534632107,canberra
712213221445410816,melbourne
342502286,melbourne
821997340504399872,melbourne
86223068,brisbane
289412505,brisbane
393689459,melbourne
1652395784,brisbane
91565874,melbourne
61422377,sydney
21744827,sydney
311662506,sydney
1118294360,melbourne
310184249,brisbane
295602554,sydney
232718488,melbourne
2365899391,melbourne
232124601,sydney
548232173,melbourne
166783656,sydney
948093868418809856,melbourne
197388355,brisbane
2547199921,perth
55526068,melbourne
756709712784162816,sydney
160120043,melbourne
578786596,sydney
760565307643527169,sydney
601072622,sydney
26900254,adelaide
2472380324,perth
786823503831896064,canberra
488229710,hobart
540743281,brisbane
2369725736,melbourne
3021793176,melbourne
22743701,melbourne
264567502,melbourne
37163622,sydney
266022250,brisbane
36315228,melbourne
1023043897,sydney
125770652,brisbane
23871835,melbourne
19806672,sydney
380179513,brisbane
3189946088,sydney
1005352273,sydney
619861576,melbourne
23287396,melbourne
4853572394,sydney
355646239,adelaide
2664995742,melbourne
293348791,sydney
820624266,sydney
243423011,sydney
134332371,sydney
110412817,perth
1064602092,sydney
594740595,sydney
174718085,melbourne
1369701162,melbourne
16901117,melbourne
307905336,melbourne
3369271204,melbourne
1967792437,perth
500636265,sydney
2591247787,adelaide
227983570,melbourne
91331739,melbourne
129927073,sydney
281935637,adelaide
281864654,sydney
81746488,sydney
22592909,sydney
64111607,brisbane
188120604,melbourne
14154809,melbourne
796795408164876288,melbourne
305933001,canberra
171762613,sydney
2312673883,melbourne
160738913,perth
3146040236,melbourne
513000340,sydney
37340606,melbourne
1405309777,hobart
888217130,perth
308840197,sydney
109937278,sydney
2850692959,canberra
293962439,sydney
981419354,melbourne
136743633,brisbane
145175806,melbourne
26637436,sydney
80818728,sydney
14901848,brisbane
19697497,melbourne
252444352,brisbane
241058109,melbourne
2680717989,adelaide
894815633392623616,brisbane
3354728205,perth
3219800886,sydney
35967907,perth
6880962,sydney
584822812,sydney
419394723,perth
345376584,canberra
1442422686,sydney
30792995,sydney
732128084036444160,brisbane
2926571228,melbourne
818990909689761792,perth
171734206,sydney
41116723,melbourne
1544807090,melbourne
972971696,perth
137301209,melbourne
14498477,brisbane
15170258,brisbane
231776166,melbourne
294466158,melbourne
97827194,melbourne
135869216,melbourne
1274041472,sydney
19885272,perth
18958267,canberra
95806176,melbourne
614781839,melbourne
844814721622556673,perth
66314328,canberra
120015758,melbourne
1201208772,melbourne
16090161,sydney
1677301326,sydney
47220699,sydney
740557168705974273,brisbane
373459924,melbourne
788778222,melbourne
1475716376,sydney
55658500,perth
4762102538,sydney
1136128644,melbourne
25777055,hobart
599901698,sydney
1009200583,melbourne
330272273,melbourne
520223839,melbourne
2528893296,melbourne
833111440647086080,canberra
460723347,melbourne
870185658,perth
2852762074,sydney
161807956,brisbane
4083805220,melbourne
304041853,melbourne
79840465,melbourne
3305688459,hobart
272704749,brisbane
3030429039,brisbane
336670421,melbourne
812482629517733888,sydney
582857890,melbourne
333527066,canberra
297194801,sydney
19697354,melbourne
38641711,melbourne
338249505,melbourne
27803151,perth
147429234,perth
897986526528786432,perth
582848226,sydney
449612891,canberra
361427949,melbourne
715823761,melbourne
309598877,melbourne
528910374,sydney
473284777,adelaide
3082515839,melbourne
822457815197487105,canberra
139979145,sydney
556415635,adelaide
181940842,sydney
63069403,perth
236770537,canberra
355417051,sydney
39206376,canberra
36025955,sydney
634922390,brisbane
1544702215,brisbane
23420799,melbourne
865574058,brisbane
384060350,brisbane
1968209340,sydney
21622407,sydney
397483552,melbourne
426964310,melbourne
14709821,canberra
54237298,canberra
45629136,brisbane
370416786,sydney
2893213884,hobart
3514485137,melbourne
294809395,adelaide
2290265401,canberra
19660563,melbourne
20512417,melbourne
96858632,melbourne
735704558224080896,hobart
854673567744573440,melbourne
1383085177,melbourne
1669998030,canberra
45108962,hobart
2918378376,melbourne
3349485352,melbourne
727624177,sydney
76729194,melbourne
4489431019,melbourne
228545912,sydney
1096668690,adelaide
1949168335,melbourne
64163368,sydney
2456548626,adelaide
702658952077529088,canberra
113888846,sydney
954927577,sydney
819315271718543361,sydney
4118575993,canberra
267788666,sydney
103398338,melbourne
2592101569,sydney
75932862,melbourne
266479609,brisbane
16481088,adelaide
250054407,melbourne
2421479514,sydney
34549638,sydney
703084148,adelaide
29680251,brisbane
281370696,adelaide
102316134,sydney
468051925,brisbane
867601095647940612,sydney
595520472,melbourne
25066975,sydney
38080375,sydney
2377748203,perth
66298783,perth
3020428213,sydney
704102972351868928,melbourne
80602426,canberra
51963810,melbourne
752695122,brisbane
30431266,sydney
118624783,adelaide
17798828,sydney
115470159,melbourne
332636504,sydney
190126365,sydney
377636992,brisbane
62425132,sydney
91176384,sydney
48291982,perth
753657336678354944,hobart
1036011752,melbourne
700612382,sydney
89703636,adelaide
186179240,sydney
41822563,sydney
256674534,melbourne
763567742,sydney
840804909314318336,brisbane
305392228,melbourne
399222519,melbourne
82342483,melbourne
930762175072710656,sydney
47848779,canberra
327228991,melbourne
9642492,sydney
252332614,sydney
15669905,melbourne
37333947,melbourne
424118288,melbourne
552375923,melbourne
268578101,brisbane
3027953608,melbourne
24466141,brisbane
213012745,perth
1542000853,melbourne
4184753715,adelaide
328888196,sydney
314773992,adelaide
243832884,melbourne
41367492,canberra
57592092,melbourne
1323337292,brisbane
455630100,sydney
716483033461686272,melbourne
573164314,sydney
2467680986,sydney
613956249,melbourne
2862379242,melbourne
217299694,brisbane
7323182,melbourne
2891642476,melbourne
723704180695683073,perth
136144512,melbourne
4063847246,sydney
21048064,melbourne
853912566,sydney
77933053,melbourne
12914602,canberra
1088546066,adelaide
745234662,melbourne
1709573064,canberra
2864817546,brisbane
513642947,melbourne
800330994,sydney
21436380,canberra
319762531,brisbane
555505684,sydney
67809388,sydney
2895428078,brisbane
2346554419,melbourne
866996488278204421,sydney
1865542837,melbourne
106343355,melbourne
1685790721,sydney
897622316468899841,melbourne
38158963,melbourne
4761988752,perth
232055235,brisbane
91692989,sydney
428713864,melbourne
611327642,melbourne
2297028080,brisbane
203167646,brisbane
239229680,sydney
21103311,adelaide
15069718,sydney
501215409,melbourne
280178227,melbourne
238793148,sydney
4140854534,melbourne
1142562613,melbourne
919133438111727616,brisbane
85177726,melbourne
315153709,melbourne
14859380,perth
226124015,melbourne
3092759386,melbourne
1372986530,brisbane
489809190,sydney
31324702,brisbane
381994589,sydney
7923992,melbourne
4158371772,sydney
730351658,brisbane
954683010250547201,brisbane
793978721904377857,brisbane
281343355,brisbane
740577153750732801,sydney
2434843194,sydney
1244586582,sydney
176564610,brisbane
263046873,sydney
44791509,brisbane
289051015,sydney
347867488,adelaide
734644509200486401,brisbane
54861317,adelaide
1164946640,perth
27621328,hobart
168168582,sydney
72032444,adelaide
48176112,canberra
3116005974,sydney
2869668562,melbourne
767477003704344576,canberra
390950492,melbourne
360224533,melbourne
889096804066775041,sydney
527469856,brisbane
4913536453,adelaide
22863729,sydney
34923717,sydney
401922792,brisbane
41558143,melbourne
26918627,sydney
4148430195,sydney
2193992341,adelaide
269584606,sydney
82081200,brisbane
160095279,brisbane
2594703842,perth
4537668373,melbourne
463209067,melbourne
193322441,melbourne
36959561,sydney
338785502,melbourne
472398242,sydney
290003687,melbourne
48160413,brisbane
1718708456,melbourne
33830865,brisbane
710584622,melbourne
245620752,melbourne
1395373230,sydney
44303325,perth
3193862316,melbourne
894967261,adelaide
336966498,perth
175198393,melbourne
231818935,canberra
849394620945584128,brisbane
179877023,sydney
148240575,adelaide
850867430,sydney
1242957918,melbourne
3225961153,sydney
1329549260,brisbane
925000281464692738,perth
1146906356,sydney
403468140,sydney
2313606986,brisbane
589061882,sydney
733449030827532288,melbourne
832515188,perth
3230223192,brisbane
3091283119,sydney
421413264,sydney
56739186,brisbane
1612026444,brisbane
35133156,adelaide
1512468600,sydney
542999011,sydney
2168021,hobart
28522275,melbourne
601915963,sydney
295519190,perth
342605080,melbourne
14465784,adelaide
109111714,sydney
1943614032,canberra
407424870,perth
3278254314,melbourne
2744270305,melbourne
156150357,melbourne
2540856398,perth
21692601,sydney
522694769,melbourne
2688488922,sydney
24963011,sydney
1522373209,perth
886463278347669506,sydney
971515956,melbourne
4875878016,sydney
2299293752,sydney
16806737,melbourne
3193774820,sydney
3469243872,brisbane
1094439541,adelaide
164769743,sydney
2410847918,sydney
725160784410484736,sydney
319192432,sydney
3132956443,melbourne
305614630,melbourne
41130008,melbourne
767670972304326656,sydney
2362330886,melbourne
2812424028,melbourne
265562836,sydney
66247984,sydney
25482588,sydney
128502785,sydney
3114371575,brisbane
264674609,sydney
286207273,brisbane
64294990,brisbane
470829124,sydney
735988324402241536,sydney
1685261928,adelaide
86896697,perth
58296907,brisbane
26482768,brisbane
344094058,sydney
20762879,sydney
373165027,brisbane
554351339,sydney
78265217,melbourne
300790045,melbourne
784681128938516480,hobart
269260736,adelaide
81818756,melbourne
19042045,canberra
182768521,brisbane
65499101,sydney
383389903,sydney
372181614,sydney
317822643,brisbane
438141716,sydney
74266403,brisbane
1746227564,perth
20643776,melbourne
321741648,sydney
374408898,sydney
944925025940922368,sydney
253169634,melbourne
710951299295019008,melbourne
206206428,sydney
1476593672,brisbane
34654075,perth
19747322,perth
826353769377980417,adelaide
496270313,sydney
38139673,sydney
26493978,brisbane
288529396,melbourne
82082915,perth
2154152024,perth
2421921523,sydney
19895228,melbourne
1317710750,melbourne
298004503,sydney
43977108,brisbane
387544419,melbourne
284568319,melbourne
19936438,melbourne
23412971,sydney
543980797,melbourne
5784402,sydney
21632806,melbourne
892431902572814337,melbourne
34126667,melbourne
980724523,perth
70130521,perth
1433089920,sydney
3294939006,perth
25801993,sydney
103654597,sydney
211475102,sydney
566111779,sydney
736529269,melbourne
64150534,melbourne
1939443421,canberra
2336262456,sydney
484675432,adelaide
994969160,hobart
17237340,melbourne
1558529461,melbourne
852409780312330240,sydney
152390794,sydney
535285460,melbourne
106375887,brisbane
34334945,sydney
146931088,brisbane
1576420010,melbourne
313031628,sydney
200766076,perth
103212448,brisbane
264142388,canberra
29138991,melbourne
54147085,canberra
395360596,melbourne
129622139,sydney
3277552284,adelaide
149845386,adelaide
919519837520408576,melbourne
901888315,sydney
15101722,brisbane
3854490254,canberra
251183910,melbourne
375051073,sydney
305246661,sydney
2303754404,melbourne
1662289032,melbourne
227649809,melbourne
4666527500,melbourne
857653929777274881,melbourne
1040749693,melbourne
27984343,melbourne
3028054476,melbourne
718468846105964544,sydney
786029062258962432,melbourne
20205268,sydney
845237356538023936,perth
722847594687279104,melbourne
3525646818,sydney
97379324,adelaide
390664636,melbourne
4520088380,sydney
170382026,brisbane
400008688,melbourne
4894922245,melbourne
253782097,sydney
25036511,canberra
299978682,sydney
34794939,melbourne
2188079674,melbourne
959534989,melbourne
443260316,melbourne
390033754,melbourne
1489424016,melbourne
20953744,melbourne
299498281,adelaide
1542358814,sydney
311741948,hobart
1034302718,sydney
2706613260,adelaide
1164780127,melbourne
1156607228,sydney
766582956769021953,brisbane
389912005,melbourne
17205939,sydney
895379409712144385,sydney
220477880,brisbane
303149558,perth
1078241660,perth
96095429,sydney
2979349644,brisbane
841165868,sydney
3941681292,brisbane
24455426,brisbane
17802593,melbourne
146497454,melbourne
183770461,sydney
720927033207881728,hobart
94988158,sydney
903146114316091394,brisbane
25167555,melbourne
2341274372,melbourne
2700758472,melbourne
16577907,sydney
20728256,sydney
365781621,sydney
12578602,brisbane
388928089,sydney
33899120,adelaide
1573263613,sydney
