RegionId,Name,Count,SumSentiment,CountExc,SumNeutralExc,Sentiment
314011383,"Cashmere",6,275.70,4,248.38,45.95
119031368,"Hurstville",1,57.19,1,57.19,57.19
801011002,"Belconnen",7,102.23,1,73.45,14.60
503021041,"Perth City",151,3293.50,46,2466.79,21.81
302031040,"Nundah",4,-57.19,1,-57.19,-14.30
118011340,"Bondi Beach - North Bondi",35,638.77,6,256.66,18.25
117031334,"Pyrmont - Ultimo",52,855.89,12,614.71,16.46
206041119,"East Melbourne",49,-13.08,13,-70.24,-0.27
303021058,"Woolloongabba",13,178.04,4,237.24,13.70
124011454,"Springwood - Winmalee",2,36.12,0,0.00,18.06
801061068,"Parkes (ACT) - South",56,605.04,6,346.41,10.80
115041302,"Rouse Hill - Beaumont Hills",2,20.05,1,59.94,10.03
117031333,"Potts Point - Woolloomooloo",32,617.47,7,437.95,19.30
506031127,"Cannington - Queens Park",5,40.19,0,0.00,8.04
305011110,"South Brisbane",50,776.10,8,543.92,15.52
211051282,"Mount Dandenong - Olinda",5,22.63,0,0.00,4.53
118021564,"Kensington (NSW)",10,80.74,1,80.74,8.07
211011260,"Wantirna South",2,62.49,1,62.49,31.25
212021297,"Hallam",10,97.69,1,63.69,9.77
120011386,"Five Dock - Abbotsford",6,38.02,0,0.00,6.34
118011345,"Paddington - Moore Park",48,708.50,14,681.02,14.76
125011473,"Homebush Bay - Silverwater",22,532.11,4,283.45,24.19
117031332,"Newtown - Camperdown - Darlington",69,1121.63,17,969.26,16.26
403041087,"Seaford (SA)",2,79.06,1,79.06,39.53
401051018,"Payneham - Felixstow",1,0.00,0,0.00,0.00
121041415,"Mosman",15,55.85,2,-4.57,3.72
506021118,"Belmont - Ascot - Redcliffe",1,80.20,1,80.20,80.20
121041417,"North Sydney - Lavender Bay",12,146.45,2,148.41,12.20
118021350,"Malabar - La Perouse - Chifley",18,246.86,6,399.78,13.71
117011322,"Mascot - Eastlakes",7,319.68,4,275.64,45.67
504031066,"Midland - Guildford",2,-40.19,0,0.00,-20.10
119011359,"Panania - Milperra - Picnic Point",1,0.00,0,0.00,0.00
211041271,"Nunawading",2,-29.60,0,0.00,-14.80
115011553,"Castle Hill - Central",2,55.63,1,55.63,27.82
126021503,"West Ryde - Meadowbank",22,0.00,0,0.00,0.00
206051131,"Port Melbourne Industrial",4,-65.97,1,-65.97,-16.49
505021092,"Scarborough",5,165.95,2,148.16,33.19
117031336,"Surry Hills",33,371.87,7,470.38,11.27
401071024,"Unley - Parkside",12,352.74,5,352.74,29.40
117021328,"Sydenham - Tempe - St Peters",13,325.33,4,292.40,25.03
209041432,"Epping - South",3,29.42,0,0.00,9.81
121011400,"Lane Cove - Greenwich",7,84.23,0,0.00,12.03
305011112,"West End",5,73.81,2,19.58,14.76
503011030,"City Beach",2,128.96,2,128.96,64.48
115011290,"Baulkham Hills (East)",1,0.00,0,0.00,0.00
402031036,"Enfield - Blair Athol",5,160.43,2,140.40,32.09
124041467,"Windsor - Bligh Park",4,49.39,0,0.00,12.35
305011105,"Brisbane City",159,2906.04,35,2003.17,18.28
206011108,"Coburg",4,44.66,0,0.00,11.17
402041044,"Paralowie",3,-4.07,0,0.00,-1.36
212051327,"Wheelers Hill",3,79.85,1,52.67,26.62
206051133,"St Kilda",37,764.10,11,539.45,20.65
801011003,"Bruce",6,207.53,2,138.79,34.59
125031485,"Merrylands - Holroyd",5,58.59,1,58.59,11.72
125021477,"Ermington - Rydalmere",3,16.28,0,0.00,5.43
801031114,"Canberra Airport",6,-42.15,0,0.00,-7.03
303061080,"Sunnybank Hills",2,0.00,0,0.00,0.00
206071140,"Carlton North - Princes Hill",2,0.00,0,0.00,0.00
801071088,"Theodore",2,0.00,0,0.00,0.00
208011173,"Sandringham - Black Rock",7,161.42,1,71.84,23.06
116011303,"Blacktown (East) - Kings Park",7,77.17,1,77.17,11.02
118021566,"Maroubra - North",1,0.00,0,0.00,0.00
206071144,"Richmond (Vic.)",21,239.58,3,192.21,11.41
506071145,"Como",2,0.00,0,0.00,0.00
119041375,"Arncliffe - Bardwell Valley",1,27.32,0,0.00,27.32
128011604,"Cronulla - Kurnell - Bundeena",16,39.00,2,32.52,2.44
302021028,"Chermside",4,25.03,1,-69.81,6.26
121041416,"Neutral Bay - Kirribilli",8,35.58,0,0.00,4.45
503021040,"North Perth",10,337.26,6,288.14,33.73
206051132,"South Melbourne",25,543.52,9,471.23,21.74
404011092,"Henley Beach",1,0.00,0,0.00,0.00
122021420,"Avalon - Palm Beach",8,156.55,2,116.36,19.57
117031330,"Erskineville - Alexandria",34,852.21,11,650.14,25.07
118011341,"Bondi Junction - Waverly",17,259.75,3,205.91,15.28
212051326,"Oakleigh - Huntingdale",7,83.79,0,0.00,11.97
206051128,"Albert Park",17,195.29,5,220.89,11.49
503011031,"Claremont (WA)",19,669.82,9,591.21,35.25
601021005,"Cambridge",6,-5.16,0,0.00,-0.86
206041125,"South Yarra - West",8,161.18,3,85.26,20.15
505021093,"Stirling - Osborne Park",2,0.00,0,0.00,0.00
601021007,"Howrah - Tranmere",9,218.86,7,222.24,24.32
506021121,"Perth Airport",7,11.62,1,77.17,1.66
506011114,"Kelmscott",6,48.24,0,0.00,8.04
214021383,"Point Nepean",9,238.08,3,238.08,26.45
206071141,"Collingwood",21,425.26,5,318.95,20.25
305021113,"Balmoral",2,0.00,0,0.00,0.00
302011024,"Carseldine",3,51.06,1,51.06,17.02
116011304,"Blacktown (North) - Marayong",7,-41.84,0,0.00,-5.98
206041120,"Flemington Racecourse",3,0.00,0,0.00,0.00
121011402,"Willoughby - Castle Cove - Northbridge",8,272.88,4,252.65,34.11
507021165,"Fremantle",14,246.90,4,246.90,17.64
118021348,"Coogee - Clovelly",16,409.49,6,367.34,25.59
401031013,"Toorak Gardens",5,111.23,1,62.49,22.25
206041118,"Docklands",17,276.93,3,193.14,16.29
117031331,"Glebe - Forest Lodge",11,200.83,1,65.97,18.26
801041040,"Gungahlin",3,42.15,0,0.00,14.05
305011111,"Spring Hill",5,61.24,1,61.24,12.25
122031431,"Narrabeen - Collaroy",32,604.81,4,255.89,18.90
404031104,"Adelaide Airport",12,177.18,1,87.15,14.77
122031424,"Beacon Hill - Narraweena",3,0.00,0,0.00,0.00
801081094,"Holder",1,0.00,0,0.00,0.00
506041135,"Huntingdale - Southern River",2,0.00,0,0.00,0.00
206011106,"Brunswick East",6,115.67,0,0.00,19.28
403041085,"Morphett Vale - West",1,0.00,0,0.00,0.00
304031095,"Sherwood",4,0.00,0,0.00,0.00
121011398,"Chatswood (East) - Artarmon",12,91.59,2,123.23,7.63
503021043,"Wembley - West Leederville - Glendalough",3,61.14,1,61.14,20.38
213051362,"Hoppers Crossing - South",1,25.00,0,0.00,25.00
206041124,"Parkville",14,139.60,3,182.10,9.97
122031426,"Dee Why - North Curl Curl",5,6.13,2,6.13,1.23
503021039,"Mount Lawley - Inglewood",6,183.25,1,66.96,30.54
120031390,"Ashfield",17,232.46,3,180.78,13.67
208011170,"Brighton East",6,198.93,3,198.93,33.16
314021388,"Dakabin - Kallangur",1,0.00,0,0.00,0.00
214011370,"Carrum Downs",2,0.00,0,0.00,0.00
118011343,"Double Bay - Bellevue Hill",20,236.43,3,200.48,11.82
404011091,"Flinders Park",4,52.55,1,52.55,13.14
212051324,"Mount Waverley - South",9,150.42,2,135.94,16.71
401051019,"St Peters - Marden",4,108.12,2,108.12,27.03
305011106,"Fortitude Valley",21,255.46,6,203.23,12.16
303061078,"Runcorn",1,42.15,0,0.00,42.15
120021387,"Balmain",10,-34.58,2,9.46,-3.46
206051130,"Port Melbourne",18,490.22,6,378.14,27.23
125041489,"North Parramatta",7,163.97,2,163.97,23.42
304021089,"Fig Tree Pocket",1,54.11,1,54.11,54.11
506021123,"Victoria Park - Lathlain - Burswood",13,412.28,6,397.45,31.71
127011506,"Cobbitty - Leppington",1,0.00,0,0.00,0.00
213031349,"Maribyrnong",4,-14.49,0,0.00,-3.62
404031108,"Richmond (SA)",7,173.60,2,132.07,24.80
120011383,"Concord - Mortlake - Cabarita",4,3.97,0,0.00,0.99
304031096,"St Lucia",19,-29.60,0,0.00,-1.56
403041074,"Christies Beach",2,139.29,2,139.29,69.65
301021013,"Victoria Point",5,65.88,1,65.88,13.18
507011150,"Bibra Industrial",4,0.00,0,0.00,0.00
208021426,"Bentleigh East (North)",5,58.10,0,0.00,11.62
119041381,"Rockdale - Banksia",5,131.49,2,131.49,26.30
401071023,"Goodwood - Millswood",9,247.56,2,108.25,27.51
506051140,"Kalamunda - Maida Vale - Gooseberry Hill",4,51.06,1,63.69,12.77
210011226,"Airport West",1,0.00,0,0.00,0.00
120021388,"Leichhardt - Annandale",20,431.80,6,401.59,21.59
211031268,"Ringwood North",2,0.00,0,0.00,0.00
403021062,"Morphettville",1,0.00,0,0.00,0.00
301021008,"Ormiston",8,66.92,3,66.92,8.37
301021007,"Cleveland",8,14.83,0,0.00,1.85
209021428,"Preston - East",17,399.46,6,373.98,23.50
211031266,"Ringwood",5,41.70,0,0.00,8.34
310031286,"Ipswich - Central",2,0.00,0,0.00,0.00
206021111,"Northcote",6,197.04,2,149.50,32.84
119021366,"Punchbowl",5,0.00,0,0.00,0.00
119031374,"South Hurstville - Blakehurst",3,79.55,1,79.55,26.52
401041016,"Rostrevor - Magill",2,0.00,0,0.00,0.00
311021309,"Mount Warren Park",5,0.00,0,0.00,0.00
118021570,"Randwick - South",9,27.32,0,0.00,3.04
505011077,"Joondalup - Edgewater",2,-9.01,2,-9.01,-4.51
207011149,"Camberwell",4,166.83,3,166.83,41.71
305031128,"Newstead - Bowen Hills",14,363.72,4,260.63,25.98
213021341,"Altona",2,0.00,0,0.00,0.00
124031461,"Jamisontown - South Penrith",2,40.03,0,0.00,20.02
211031452,"Croydon South",1,76.50,1,76.50,76.50
206011105,"Brunswick",21,256.27,3,179.22,12.20
801061070,"Yarralumla",3,0.00,0,0.00,0.00
311061335,"Underwood",1,0.00,0,0.00,0.00
208041194,"Malvern - Glen Iris",3,0.00,0,0.00,0.00
213031352,"Yarraville",4,0.00,0,0.00,0.00
208031191,"Moorabbin - Heatherton",2,30.71,0,0.00,15.36
206061136,"Prahran - Windsor",14,133.41,1,63.69,9.53
206031113,"Ascot Vale",3,-15.31,0,0.00,-5.10
302031036,"Brisbane Airport",15,346.11,3,210.18,23.07
505031105,"Mindarie - Quinns Rocks - Jindalee",1,59.94,1,59.94,59.94
119021573,"Lakemba",1,40.19,0,0.00,40.19
117031329,"Darlinghurst",24,365.13,4,259.91,15.21
505011074,"Heathridge - Connolly",1,62.49,1,62.49,62.49
311051327,"Shailer Park",3,36.12,0,0.00,12.04
305011109,"New Farm",3,116.99,1,75.00,39.00
120021389,"Lilyfield - Rozelle",15,208.19,3,208.19,13.88
801051049,"Acton",7,87.62,1,81.26,12.52
208041195,"Malvern East",6,59.94,1,59.94,9.99
209011200,"Ivanhoe",1,64.76,1,64.76,64.76
128021536,"Oyster Bay - Como - Jannali",2,0.00,0,0.00,0.00
209011197,"Greensborough",1,0.00,0,0.00,0.00
118011346,"Rose Bay - Vaucluse - Watsons Bay",6,224.91,3,180.87,37.49
213011336,"Sunshine",1,49.39,0,0.00,49.39
301031016,"Manly West",1,0.00,0,0.00,0.00
125041492,"Parramatta - Rosehill",8,227.89,3,191.77,28.49
401051017,"Norwood (SA)",4,125.38,2,125.38,31.35
404011095,"Seaton - Grange",1,0.00,0,0.00,0.00
302021030,"Geebung",3,108.18,1,74.18,36.06
505031100,"Carramar",9,15.31,0,0.00,1.70
206061137,"South Yarra - East",10,276.69,4,299.32,27.67
801081098,"Weston",1,0.00,0,0.00,0.00
305031130,"Windsor",4,0.00,0,0.00,0.00
305011107,"Highgate Hill",1,27.32,0,0.00,27.32
213021344,"Newport",2,0.00,0,0.00,0.00
125011582,"Auburn - Central",1,0.00,0,0.00,0.00
210051444,"Craigieburn - West",1,0.00,0,0.00,0.00
504021050,"Glen Forrest - Darlington",1,-29.60,0,0.00,-29.60
122031429,"Freshwater - Brookvale",7,120.11,1,51.06,17.16
301011004,"Capalaba",1,-59.94,1,-59.94,-59.94
209011203,"Viewbank - Yallambie",5,0.00,0,0.00,0.00
119031372,"Peakhurst - Lugarno",1,88.85,1,88.85,88.85
118021568,"Maroubra - West",9,139.28,1,54.23,15.48
125031481,"Granville - Clyde",3,122.71,1,73.45,40.90
310031289,"Karalee - Barellan Point",1,0.00,0,0.00,0.00
119041382,"Sans Souci - Ramsgate",2,0.00,0,0.00,0.00
127011596,"Hoxton Park - Carnes Hill - Horningsea Park",1,57.19,1,57.19,57.19
303021052,"Annerley",1,0.00,0,0.00,0.00
310041299,"Collingwood Park - Redbank",1,0.00,0,0.00,0.00
210011228,"Keilor",2,133.01,1,94.83,66.51
116031318,"Prospect Reservoir",10,127.12,2,122.28,12.71
208031187,"Chelsea Heights",1,0.00,0,0.00,0.00
206041127,"West Melbourne",9,170.68,1,52.67,18.96
206071143,"Fitzroy North",6,157.34,1,54.23,26.22
116011307,"Lalor Park - Kings Langley",2,49.39,0,0.00,24.70
507041177,"Bicton - Palmyra",1,0.00,0,0.00,0.00
801091109,"Phillip",2,0.00,0,0.00,0.00
302021027,"Aspley",1,0.00,0,0.00,0.00
305031120,"Alderley",1,0.00,0,0.00,0.00
127031523,"Chipping Norton - Moorebank",3,114.38,2,114.38,38.13
302031035,"Boondall",3,76.50,1,76.50,25.50
208011172,"Hampton",4,76.84,1,76.84,19.21
304031094,"Indooroopilly",2,63.69,1,63.69,31.85
121041414,"Crows Nest - Waverton",5,155.17,3,111.13,31.03
207011151,"Hawthorn",8,134.12,2,134.12,16.77
208021176,"Carnegie",16,440.17,5,375.15,27.51
208021177,"Caulfield - North",4,116.58,1,78.40,29.15
801011021,"McKellar",2,48.76,0,0.00,24.38
801051051,"Braddon",2,81.72,1,81.72,40.86
212021293,"Berwick - North",4,75.74,1,75.74,18.94
801041036,"Casey",4,22.63,0,0.00,5.66
209021208,"Reservoir - West",4,72.29,0,0.00,18.07
117011321,"Botany",3,0.00,0,0.00,0.00
211031450,"Croydon - East",4,44.04,0,0.00,11.01
302021032,"Stafford",6,163.11,2,115.73,27.19
601031017,"Glenorchy",4,113.69,1,52.55,28.42
801091102,"Garran",3,57.19,1,57.19,19.06
213031350,"Seddon - Kingsville",3,64.67,1,64.67,21.56
302041044,"Sandgate - Shorncliffe",1,49.26,0,0.00,49.26
801061062,"Deakin",2,0.00,0,0.00,0.00
208021182,"Ormond - Glen Huntly",2,139.12,2,139.12,69.56
118021567,"Maroubra - South",2,81.92,1,81.92,40.96
801041045,"Mitchell",2,47.67,0,0.00,23.84
801051057,"Lyneham",4,116.98,2,116.98,29.25
206021112,"Thornbury",5,100.10,2,140.94,20.02
302041046,"Zillmere",6,2.22,0,0.00,0.37
303021059,"Yeronga",2,0.00,0,0.00,0.00
310041304,"Springfield Lakes",1,36.12,0,0.00,36.12
126021500,"Macquarie Park - Marsfield",4,9.09,1,63.69,2.27
212041312,"Dandenong North",1,0.00,0,0.00,0.00
206031115,"Flemington",2,-10.27,0,0.00,-5.14
120031575,"Strathfield",2,63.69,1,63.69,31.85
212021456,"Narre Warren - South West",5,0.00,0,0.00,0.00
212041314,"Keysborough",1,0.00,0,0.00,0.00
206031114,"Essendon - Aberfeldie",3,40.19,0,0.00,13.40
119041379,"Kogarah Bay - Carlton - Allawah",1,0.00,0,0.00,0.00
305041136,"Red Hill (Qld)",2,0.00,0,0.00,0.00
126021497,"Eastwood - Denistone",2,57.19,1,57.19,28.60
402041043,"Parafield Gardens",1,0.00,0,0.00,0.00
404031109,"West Beach",2,90.08,1,58.26,45.04
208011169,"Brighton (Vic.)",11,216.12,3,208.64,19.65
506031124,"Bentley - Wilson - St James",9,69.08,1,69.08,7.68
119031373,"Riverwood",3,-34.00,0,0.00,-11.33
503011034,"Mosman Park - Peppermint Grove",1,0.00,0,0.00,0.00
117021327,"Petersham - Stanmore",10,160.86,6,125.08,16.09
503021042,"Subiaco - Shenton Park",5,150.49,1,57.19,30.10
206051134,"St Kilda East",2,-75.13,1,-75.13,-37.57
206061135,"Armadale",3,0.00,0,0.00,0.00
303021055,"Greenslopes",1,0.00,0,0.00,0.00
305041135,"Paddington - Milton",17,133.22,1,84.02,7.84
119011358,"Padstow",1,15.11,0,0.00,15.11
125011586,"Lidcombe",3,102.06,1,52.67,34.02
209011198,"Heidelberg - Rosanna",2,29.42,0,0.00,14.71
507011260,"Jandakot",1,7.72,0,0.00,7.72
214011372,"Frankston North",2,63.64,0,0.00,31.82
210011227,"Essendon Airport",6,205.17,4,159.29,34.20
403031070,"Panorama",1,65.80,1,65.80,65.80
210051249,"Roxburgh Park - Somerton",6,45.74,0,0.00,7.62
507011152,"Coogee",4,-8.91,1,-51.06,-2.23
305041137,"Toowong",5,-79.06,1,-79.06,-15.81
801011024,"Scullin",2,0.00,0,0.00,0.00
506031131,"Willetton",4,24.21,0,0.00,6.05
213031348,"Footscray",5,42.29,2,10.47,8.46
124031459,"Emu Plains - Leonay",1,20.23,0,0.00,20.23
305031126,"Kelvin Grove - Herston",4,190.45,2,144.57,47.61
303031065,"Upper Mount Gravatt",1,0.00,0,0.00,0.00
304041102,"Mount Coot-tha",1,17.79,0,0.00,17.79
122021421,"Bayview - Elanora Heights",3,36.39,1,78.23,12.13
801051053,"Civic",19,209.85,1,73.51,11.04
313021366,"Caboolture - South",1,42.15,0,0.00,42.15
212031306,"Lynbrook - Lyndhurst",1,0.00,0,0.00,0.00
404011093,"Hindmarsh - Brompton",5,-2.12,0,0.00,-0.42
207031166,"Burwood East",2,20.23,0,0.00,10.12
213011335,"St Albans - South",1,58.37,1,58.37,58.37
116021312,"Riverstone - Marsden Park",5,60.10,0,0.00,12.02
214021384,"Rosebud - McCrae",2,-31.82,0,0.00,-15.91
120031396,"Homebush",4,31.82,0,0.00,7.96
503011036,"Swanbourne - Mount Claremont",1,-27.32,0,0.00,-27.32
209041220,"Mill Park - North",3,102.06,1,52.67,34.02
305031122,"Clayfield",1,0.00,0,0.00,0.00
118011347,"Woollahra",1,0.00,0,0.00,0.00
305031127,"Newmarket",1,35.95,0,0.00,35.95
115011555,"Castle Hill - North",3,-0.89,2,-0.89,-0.30
214021377,"Dromana",5,63.69,1,63.69,12.74
304031097,"Taringa",2,0.00,0,0.00,0.00
213011328,"Ardeer - Albion",1,58.59,1,58.59,58.59
303011048,"Cannon Hill",1,31.82,0,0.00,31.82
209031209,"Eltham",1,0.00,0,0.00,0.00
119011572,"Bankstown - South",1,0.00,0,0.00,0.00
121011401,"St Leonards - Naremburn",7,201.23,1,75.79,28.75
123021437,"Campbelltown - Woodbine",4,72.01,0,0.00,18.00
122031425,"Cromer",4,107.37,2,136.79,26.84
801061129,"Barton",4,38.18,0,0.00,9.55
124011450,"Blaxland - Warrimoo - Lapstone",2,0.00,0,0.00,0.00
124031458,"Castlereagh - Cranebrook",1,63.69,1,63.69,63.69
507051190,"Safety Bay - Shoalwater",1,0.00,0,0.00,0.00
403031068,"Colonel Light Gardens",1,0.00,0,0.00,0.00
209041223,"Thomastown",1,0.00,0,0.00,0.00
506051138,"Forrestfield - Wattle Grove",2,83.60,1,83.60,41.80
505021089,"Karrinyup - Gwelup - Carine",2,132.20,1,82.81,66.10
801061067,"Narrabundah",2,44.04,0,0.00,22.02
210051445,"Mickleham - Yuroke",1,0.00,0,0.00,0.00
214011371,"Frankston",2,-37.20,1,-59.83,-18.60
213021346,"Williamstown",5,93.05,1,51.06,18.61
506031128,"Parkwood - Ferndale - Lynwood",2,43.67,0,0.00,21.84
213051368,"Werribee - South",3,156.85,2,156.85,52.28
313021365,"Caboolture",1,97.58,1,97.58,97.58
122031432,"Terrey Hills - Duffys Forest",3,-19.04,0,0.00,-6.35
206041121,"Kensington (Vic.)",2,0.12,2,0.12,0.06
118011344,"Dover Heights",1,59.94,1,59.94,59.94
124031464,"Penrith",3,-54.23,1,-54.23,-18.08
213011330,"Deer Park - Derrimut",1,72.69,1,72.69,72.69
404021102,"The Parks",2,65.97,1,65.97,32.99
303051072,"Algester",1,0.00,0,0.00,0.00
214011375,"Seaford (Vic.)",6,124.98,2,124.98,20.83
117011324,"Port Botany Industrial",2,0.00,0,0.00,0.00
118021565,"Kingsford",3,0.00,0,0.00,0.00
601021004,"Bellerive - Rosny",4,119.63,1,79.60,29.91
302041041,"Bracken Ridge",1,88.85,1,88.85,88.85
504031062,"Lockridge - Kiara",1,-34.00,0,0.00,-34.00
122011418,"Balgowlah - Clontarf - Seaforth",2,63.69,1,63.69,31.85
121041413,"Cremorne - Cammeray",5,129.84,1,77.79,25.97
801061064,"Griffith (ACT)",3,62.49,1,62.49,20.83
120011385,"Drummoyne - Rodd Point",1,0.00,0,0.00,0.00
402041171,"Mawson Lakes - Globe Derby Park",4,27.32,0,0.00,6.83
314021390,"North Lakes - Mango Hill",4,0.00,0,0.00,0.00
207011152,"Hawthorn East",2,44.04,0,0.00,22.02
120031395,"Haberfield - Summer Hill",3,106.53,1,62.49,35.51
121021403,"Asquith - Mount Colah",1,0.00,0,0.00,0.00
128021538,"Sutherland - Kirrawee",4,105.19,1,73.51,26.30
119021574,"Wiley Park",1,-34.00,0,0.00,-34.00
401031011,"Burnside - Wattle Park",3,113.11,1,70.96,37.70
505021095,"Tuart Hill - Joondanna",2,0.00,0,0.00,0.00
211051275,"Chirnside Park",1,-25.00,0,0.00,-25.00
128021537,"Royal National Park",1,62.49,1,62.49,62.49
120011384,"Concord West - North Strathfield",2,45.88,0,0.00,22.94
601051031,"Sandy Bay",2,0.00,0,0.00,0.00
304031092,"Chelmer - Graceville",1,0.00,0,0.00,0.00
403021059,"Hallett Cove",3,147.29,2,147.29,49.10
305011108,"Kangaroo Point",2,79.06,1,79.06,39.53
125041494,"Winston Hills",1,0.00,0,0.00,0.00
302031037,"Eagle Farm - Pinkenba",4,116.36,2,116.36,29.09
313041373,"Deception Bay",1,-44.04,0,0.00,-44.04
119011356,"Condell Park",1,42.15,0,0.00,42.15
507021166,"Fremantle - South",1,0.00,0,0.00,0.00
402051049,"Golden Grove",1,83.60,1,83.60,83.60
208031186,"Chelsea - Bonbeach",4,38.04,0,0.00,9.51
503011035,"Nedlands - Dalkeith - Crawley",2,0.00,0,0.00,0.00
303011051,"Carindale",1,31.82,0,0.00,31.82
506071147,"South Perth - Kensington",4,98.78,0,0.00,24.70
207011154,"Kew East",1,80.20,1,80.20,80.20
212051320,"Clayton",1,69.01,1,69.01,69.01
128011529,"Gymea - Grays Point",2,49.39,0,0.00,24.70
206061138,"Toorak",4,31.54,1,61.14,7.89
502011026,"Mandurah - East",1,0.00,0,0.00,0.00
404021101,"Port Adelaide",3,0.00,0,0.00,0.00
301031015,"Manly - Lota",1,34.00,0,0.00,34.00
213051468,"Werribee - West",1,71.84,1,71.84,71.84
404031107,"Plympton",3,0.00,0,0.00,0.00
209011202,"Montmorency - Briar Hill",1,0.00,0,0.00,0.00
119031369,"Mortdale - Penshurst",1,51.06,1,51.06,51.06
801051124,"Campbell",1,0.00,0,0.00,0.00
304021087,"Brookfield - Kenmore Hills",3,0.00,0,0.00,0.00
207011147,"Balwyn",1,0.00,0,0.00,0.00
506021122,"Rivervale - Kewdale - Cloverdale",4,0.00,0,0.00,0.00
210031440,"Hadfield",1,0.00,0,0.00,0.00
506021119,"East Victoria Park - Carlisle",1,49.39,0,0.00,49.39
302021031,"Kedron - Gordon Park",3,-42.15,0,0.00,-14.05
127021511,"Cabramatta - Lansvale",1,-69.73,1,-69.73,-69.73
207021160,"Templestowe Lower",2,0.00,0,0.00,0.00
311031317,"Marsden",1,0.00,0,0.00,0.00
801051061,"Watson",1,0.00,0,0.00,0.00
208021174,"Bentleigh - McKinnon",2,141.47,2,141.47,70.74
305031124,"Hamilton (Qld)",1,80.74,1,80.74,80.74
801051058,"O'Connor (ACT)",1,33.82,0,0.00,33.82
801061066,"Lake Burley Griffin",2,0.00,0,0.00,0.00
128011606,"Woolaware - Burraneer",3,0.00,0,0.00,0.00
115011556,"Castle Hill - South",1,95.01,1,95.01,95.01
601031019,"Moonah",1,38.18,0,0.00,38.18
310021282,"Rosewood",1,0.00,0,0.00,0.00
212011289,"Emerald - Cockatoo",1,49.39,0,0.00,49.39
209021205,"Kingsbury",1,36.12,0,0.00,36.12
403021063,"Sheidow Park - Trott Park",1,0.00,0,0.00,0.00
503021038,"Mount Hawthorn - Leederville",2,7.72,0,0.00,3.86
507011155,"Henderson",1,0.00,0,0.00,0.00
302031039,"Nudgee - Banyo",2,70.03,1,70.03,35.02
507041175,"Applecross - Ardross",1,0.00,0,0.00,0.00
119031370,"Narwee - Beverly Hills",1,0.00,0,0.00,0.00
503011032,"Cottesloe",1,62.49,1,62.49,62.49
404021099,"Largs Bay - Semaphore",5,122.30,2,147.30,24.46
303031061,"Macgregor (Qld)",1,0.00,0,0.00,0.00
305021114,"Bulimba",1,0.00,0,0.00,0.00
214011374,"Langwarrin",1,0.00,0,0.00,0.00
128011531,"Sylvania - Taren Point",1,40.19,0,0.00,40.19
125041588,"Pendle Hill - Girraween",2,0.00,0,0.00,0.00
403011056,"Brighton (SA)",5,0.00,0,0.00,0.00
213031351,"West Footscray - Tottenham",2,-69.08,1,-69.08,-34.54
403021064,"Warradale",2,0.00,0,0.00,0.00
214021380,"Mornington",2,29.92,0,0.00,14.96
