Yloc,Xloc,Count
-37.81328358,144.97403895,1
-38.1667,145.167,1
-34.03165,151.0757,1
-31.741737,115.768913,1
-37.79855611,144.95964118,1
-27.467856,153.022901,1
-38.05045443,145.35507739,1
-33.9077,151.163,1
-33.88033517,151.21096809,1
-33.9064,151.26395,1
-33.87191,151.22535,1
-37.79781655,144.93201116,1
-33.8891599,151.20844,1
-27.49678558,153.01325452,1
-33.8667,151.283,1
-37.9014668,145.06402373,1
-37.8636589,144.9857941,1
-38.00511797,145.25793403,1
-33.9167,151.242,1
-27.48663973,152.99292815,1
-37.8293425,144.95570215,1
-35.27120035,149.132967,1
-33.87282,151.18052,1
-35.31075,149.14532,1
-33.81856846,151.00514911,1
-37.81587,144.95866,1
-37.78251346,144.91643603,1
-35.2225,149.02,1
-33.90873786,151.18089701,1
-33.93605641,151.16801838,1
-34.892082,138.49944038,1
-42.88051,147.32721,1
-37.82448,144.94992,1
-27.38704,153.03854,1
-37.81197,145.26999,1
-37.77043,144.96176,1
-37.776,144.974,1
-33.90249667,151.21508121,1
-35.13333,138.51667,1
-37.8136904,144.9654812,1
-34.7833,138.733,1
-34.05557499,151.15466595,1
-33.96490944,151.09912964,1
-34.0377405,151.15933138,1
-34.84225481,138.50541228,1
-34.85906,138.511987,1
-37.81497,144.96408,1
-33.90241665,151.2035577,1
-27.5040703,153.0998383,1
-37.75605,144.96383,1
-27.4578,153.04083,1
-33.8674869,151.2069902,1
-31.98015221,115.79620221,1
-34.92285072,138.60280752,1
-37.79854,144.9941,1
-31.88783264,115.81655884,1
-37.81689948,144.94324118,1
-33.87781,151.10341,1
-33.85898219,151.20789969,1
-35.28488,149.13408,1
-27.67952001,153.11586217,1
-37.9018635,144.62556817,1
-32.295,115.706,1
-37.771967,144.957947,1
-38.3178,144.99,1
-33.87399,151.20631,1
-27.5333,153.267,1
-37.81602,144.890617,1
-37.81525539,144.96427288,1
-33.90585,151.18073,1
-33.88594911,151.19940436,1
-37.81898866,144.96601582,1
-42.88314079,147.32448682,1
-33.882259,151.17325482,1
-33.84085318,151.20745182,1
-37.76145093,144.91379262,1
-27.45654,153.03267,1
-34.93920055,138.53677578,1
-33.88695794,151.17923105,1
-31.96449284,115.87919176,1
-37.81674,144.96681,1
-31.87687,115.77892,1
-33.91178195,151.16494901,1
-33.8671,151.208,1
-33.86578,151.20807,1
-33.87837096,151.20228581,1
-32.01984,115.83546,1
-33.86494776,151.19434581,1
-27.457781,153.035473,1
-31.97138546,115.89390484,1
-42.88186782,147.32729766,1
-37.843708,145.03023,1
-32.27505709,115.73004316,1
-27.5167,153.183,1
-33.8777695,151.2062836,1
-37.81968953,144.96742381,1
-33.7558869,150.6846571,1
-33.72500928,150.78484522,1
-33.97214,151.21732,1
-37.87938947,145.02350137,1
-38.10975887,145.12857914,1
-37.911501,144.999872,1
-33.9113,151.156,1
-37.83033119,144.95805744,1
-33.92495089,151.22733137,1
-37.84410821,144.97972106,1
-42.87427,147.36589,1
-37.82825626,144.95565741,1
-34.05257,150.69803,1
-27.32001299,153.04277474,1
-33.97146432,151.22576747,1
-34.9219,138.59978,1
-37.81183798,144.97125304,1
-31.988,115.904,1
-37.84887,144.97967,1
-33.72624002,151.27839441,1
-34.0543273,151.15280781,1
-33.824405,151.1988651,1
-33.8839396,151.20691169,1
-37.80923116,144.96365057,1
-35.07596,138.52368,1
-37.8116,144.96166,1
-27.47499979,153.01546778,1
-31.916714,115.832535,1
-35.342353,149.108303,1
-33.9127625,151.15286812,1
-27.58429455,153.27991916,1
-33.85587621,151.20910406,1
-33.89632,151.22559,1
-37.76621201,145.10955417,1
-34.90964354,138.60485432,1
-37.81200993,144.96039583,1
-33.8615,151.21,1
-27.47518,153.01489,1
-33.88959,151.1242399,1
-37.82395146,144.99108448,1
-35.32062662,149.13266403,1
-31.75324,115.76427,1
-37.84602994,144.99428162,1
-37.83404,144.98048,1
-32.2833,115.717,1
-35.279158,149.13212141,1
-37.85154532,145.08059486,1
-33.9107923,151.19433192,1
-33.8725088,151.20131795,1
-33.86176,151.21241,1
-37.9152107,145.0178528,1
-33.90004,151.17834,1
-31.82723868,115.86392387,1
-31.95576,115.8597,1
-33.91250104,151.15303907,1
-37.8996707,144.6644742,1
-33.71023042,151.30081478,1
-37.83298122,144.95779139,1
-33.85652,151.13102,1
-37.72711896,144.89001012,1
-27.49585382,153.01500448,1
-27.46874,153.08907,1
-37.7222,145.14585,1
-33.93359663,151.02986389,1
-33.75,151,1
-27.46684,153.03099,1
-27.4994119,153.01353826,1
-38.00561423,145.27202368,1
-38.1648,145.138,1
-33.882583,151.201959,1
-37.8171,144.969,1
-27.500559,153.03653,1
-33.75379065,151.29704833,1
-33.89811,151.17436,1
-27.45514,153.0489,1
-37.82052989,145.17491775,1
-37.85496916,145.06389856,1
-31.98817197,115.87056522,1
-34.9480099,138.62859,1
-33.88339,151.20081,1
-37.81006,144.96432,1
-37.80138483,144.97797365,1
-27.45431,153.03959,1
-33.9406835,151.23877464,1
-35.30253142,149.13884871,1
-27.46244,153.02484,1
-33.89774,151.21358,1
-37.8067706,144.9605153,1
-27.47127276,153.01849569,1
-27.41539537,153.01430583,1
-33.8923,151.1997,1
-37.82784705,144.97692747,1
-27.39277,153.02452,1
-33.87310515,151.20818559,1
-34.91664653,138.59992951,1
-37.811419,144.95619462,1
-37.81106,144.97109,1
-37.81846,144.9542,1
-37.78814131,145.02494779,1
-37.8145,144.958,1
-37.82777,145.00606,1
-31.9333,115.8333,1
-37.82967,144.99742,1
-33.90261665,151.16629479,1
-33.6781307,151.3112408,1
-31.9823999,115.7702891,1
-34.917,138.6,1
-33.8718,151.09433056,1
-37.7755,144.971,1
-38.0586,145.359,1
-32.04397,115.75995,1
-37.8463364,144.9912567,1
-33.7667,150.833,1
-33.86179,151.20863,1
-33.81107497,151.16526596,1
-34.892005,138.6140852,1
-33.93210166,151.18085764,1
-35.260877,149.131587,1
-27.49800289,153.01110079,1
-33.89211,151.13819,1
-33.81426995,151.24736544,1
-37.8069065,144.95804576,1
-33.89013,151.28297,1
-34.9309299,138.59301,1
-31.9507057,115.85868359,1
-27.4747,153.03,1
-27.38524573,153.12013794,1
-27.45235,153.04204,1
-34.92248611,138.60386422,1
-37.80912211,144.89554949,1
-33.7463,150.67334,1
-27.4487,153.014,1
-33.80541311,150.9039347,1
-35.27771459,149.13181656,1
-33.87291,151.22456,1
-34.9215136,138.59755039,1
-37.8118,144.968,1
-33.87964,151.20633,1
-33.92031,151.2556,1
-27.4806,153.01245,1
-37.9858,145.033,1
-33.89951159,151.130933,1
-37.81983618,144.97047365,1
-37.81153,144.97178,1
-33.87859164,151.19951226,1
-32.0120897,115.8853311,1
-33.86719,151.20562,1
-37.80258,144.97752,1
-33.8822,151.197,1
-37.75415287,145.00118272,1
-34.92335882,138.59797244,1
-27.2,153.033,1
-33.8961,151.154,1
-27.52306705,153.19540915,1
-33.97567,151.04738,1
-33.713124,151.297446,1
-33.81111,151.00081,1
-42.78758801,147.26408107,1
-27.49711477,153.01180527,1
-33.87023961,151.21010989,1
-37.86815242,144.97939326,1
-33.86601337,151.20958824,1
-33.7995,151.285,1
-27.5319999,153.2665183,1
-27.454,153.0426,1
-33.88787598,151.20281713,1
-34.91579,138.62737,1
-33.7315047,151.29476155,1
-37.93485414,145.45016773,1
-37.7199002,145.0475284,1
-33.83351,151.20679,1
-34.03212668,151.09978644,1
-33.87676,151.22144,1
-33.85830058,151.2136251,1
-35.233512,149.06372113,1
-33.89509691,151.14328769,1
-34.92368293,138.59085147,1
-27.6167,152.767,1
-35.23818327,149.06513474,1
-33.8118321,151.0251472,1
-37.86848,144.98001,1
-37.91991448,144.98711604,1
-37.64388837,144.83345432,1
-37.81510656,145.24876601,1
-33.87303597,151.20640062,1
-37.8168,144.9622,1
-33.87784,151.21391,1
-33.8899117,151.1767348,1
-34.94994625,138.56732554,1
-33.92464897,151.1923027,1
-35.30758681,149.19041452,1
-27.59105668,153.06055681,1
-33.88513759,151.20203162,1
-33.89343,151.18411,1
