Location,DayOfWeek,TimeOfDay,Count,Sum,Avg
Adelaide,Sunday,00,23910,602197.210000016,25.1859979088254
Adelaide,Sunday,01,20749,515635.810000003,24.8511161983711
Adelaide,Sunday,02,18713,458182.239999996,24.4847026131564
Adelaide,Sunday,03,18038,457888.079999997,25.3846368777025
Adelaide,Sunday,04,17354,425220.379999995,24.5027302062922
Adelaide,Sunday,05,18084,499510.549999995,27.6216849148416
Adelaide,Sunday,06,18622,473146.619999994,25.4079379228866
Adelaide,Sunday,07,21946,551462.230000002,25.1281431695982
Adelaide,Sunday,08,25659,649159.990000014,25.2995046572358
Adelaide,Sunday,09,28564,706636.580000028,24.738712365216
Adelaide,Sunday,10,31154,824546.920000039,26.4668074725569
Adelaide,Sunday,11,31530,802310.31000004,25.445934348241
Adelaide,Sunday,12,29693,747553.630000025,25.1760896507603
Adelaide,Sunday,13,27985,663018.790000021,23.6919346078264
Adelaide,Sunday,14,26983,633012.04000002,23.4596612682067
Adelaide,Sunday,15,25633,597846.610000012,23.3233179885309
Adelaide,Sunday,16,25065,573000.650000012,22.8605884699786
Adelaide,Sunday,17,25911,599263.900000018,23.1277797074608
Adelaide,Sunday,18,26755,611496.340000011,22.85540422351
Adelaide,Sunday,19,28114,664968.76000003,23.6525844774856
Adelaide,Sunday,20,29212,651039.210000025,22.2867044365338
Adelaide,Sunday,21,30290,690419.810000028,22.7936550016516
Adelaide,Sunday,22,29170,682835.240000016,23.4088186492978
Adelaide,Sunday,23,26478,630440.660000023,23.8099803610553
Adelaide,Monday,00,23654,563013.880000006,23.8020580028751
Adelaide,Monday,01,21289,486175.760000002,22.8369467800274
Adelaide,Monday,02,19404,445423.019999999,22.9552164502164
Adelaide,Monday,03,18270,401569.629999996,21.9797279693484
Adelaide,Monday,04,17141,403064.829999996,23.5146625051045
Adelaide,Monday,05,18435,443211.29,24.0418383509628
Adelaide,Monday,06,21261,489772.07,23.0361728046658
Adelaide,Monday,07,24674,549197.110000003,22.2581304206859
Adelaide,Monday,08,27576,609745.870000009,22.1114690310418
Adelaide,Monday,09,30814,732888.72000002,23.7842772765633
Adelaide,Monday,10,32608,753541.970000018,23.1091134077533
Adelaide,Monday,11,33704,775918.210000023,23.021546700689
Adelaide,Monday,12,31463,692983.540000017,22.0253485045932
Adelaide,Monday,13,28796,651202.040000011,22.6143228226147
Adelaide,Monday,14,26504,614046.730000015,23.1680776486574
Adelaide,Monday,15,24907,580428.640000008,23.3038358694346
Adelaide,Monday,16,26498,578703.770000013,21.8395263793499
Adelaide,Monday,17,25796,540587.100000005,20.9562374011476
Adelaide,Monday,18,26519,511555.7,19.2901579999246
Adelaide,Monday,19,27792,617833.400000005,22.2306203223951
Adelaide,Monday,20,29661,657718.500000015,22.1745220997274
Adelaide,Monday,21,31142,673730.890000018,21.6341561235636
Adelaide,Monday,22,30071,638127.760000013,21.2207030028936
Adelaide,Monday,23,26440,592515.050000011,22.4097976550685
Adelaide,Tuesday,00,22828,530436.840000009,23.236237953391
Adelaide,Tuesday,01,20630,484185.130000003,23.4699529810957
Adelaide,Tuesday,02,18704,430995.939999996,23.0429822497859
Adelaide,Tuesday,03,17995,450897.649999999,25.0568296749096
Adelaide,Tuesday,04,17486,440132.289999996,25.1705530138394
Adelaide,Tuesday,05,17864,428656.559999999,23.995553067622
Adelaide,Tuesday,06,20909,490952.090000004,23.4804194366064
Adelaide,Tuesday,07,24310,535389.900000009,22.023443027561
Adelaide,Tuesday,08,27604,603315.420000007,21.8560867990149
Adelaide,Tuesday,09,31853,713671.55000002,22.405159639595
Adelaide,Tuesday,10,33925,824945.370000031,24.3167389830518
Adelaide,Tuesday,11,34752,857110.060000023,24.6636182090246
Adelaide,Tuesday,12,32152,768076.790000029,23.8889272829071
Adelaide,Tuesday,13,29362,713478.610000021,24.2993873033179
Adelaide,Tuesday,14,26537,623382.290000014,23.4910611598905
Adelaide,Tuesday,15,25059,550116.450000008,21.9528492757096
Adelaide,Tuesday,16,25008,556562.370000007,22.2553730806145
Adelaide,Tuesday,17,25637,527918.75000001,20.5920642040804
Adelaide,Tuesday,18,26405,520946.900000006,19.7291005491386
Adelaide,Tuesday,19,27294,616758.290000019,22.5968450941606
Adelaide,Tuesday,20,29768,662161.470000021,22.2440698065043
Adelaide,Tuesday,21,30950,670232.820000022,21.6553415185791
Adelaide,Tuesday,22,29393,637343.25000002,21.6835045759201
Adelaide,Tuesday,23,25988,577184.180000008,22.2096421425276
Adelaide,Wednesday,00,22637,506399.590000004,22.3704373371032
Adelaide,Wednesday,01,20395,464299.620000001,22.7653650404511
Adelaide,Wednesday,02,18931,418987.549999992,22.1323516982722
Adelaide,Wednesday,03,18190,396747.429999994,21.8112935678941
Adelaide,Wednesday,04,17495,386061.259999993,22.0669482709342
Adelaide,Wednesday,05,18195,403573.459999994,22.1804594668862
Adelaide,Wednesday,06,20541,408369.259999989,19.8806903266632
Adelaide,Wednesday,07,24493,505999.43,20.6589405136161
Adelaide,Wednesday,08,27404,591671.850000012,21.5907112100428
Adelaide,Wednesday,09,30989,679291.120000018,21.9203949788641
Adelaide,Wednesday,10,33746,744416.190000032,22.0593904462761
Adelaide,Wednesday,11,33241,718920.810000018,21.6275325652062
Adelaide,Wednesday,12,31934,678360.810000018,21.2425881505611
Adelaide,Wednesday,13,29163,587870.840000014,20.1581058190177
Adelaide,Wednesday,14,26559,517913.190000002,19.5004778041343
Adelaide,Wednesday,15,24530,485908.489999999,19.8087439869547
Adelaide,Wednesday,16,24498,493674.570000002,20.1516274797943
Adelaide,Wednesday,17,24435,463010.889999997,18.9486756701452
Adelaide,Wednesday,18,25203,472090.850000003,18.7315339443718
Adelaide,Wednesday,19,26601,575511.440000005,21.634955076877
Adelaide,Wednesday,20,28708,626876.42000002,21.8362971993876
Adelaide,Wednesday,21,29830,654110.140000019,21.9279296010734
Adelaide,Wednesday,22,28072,617313.840000013,21.9903761755491
Adelaide,Wednesday,23,24740,533816.290000007,21.5770529506874
Adelaide,Thursday,00,21753,458718.11,21.0875791844803
Adelaide,Thursday,01,19338,404054.209999994,20.8943122349774
Adelaide,Thursday,02,18149,400884.179999996,22.0884996418533
Adelaide,Thursday,03,16752,372301.509999995,22.2243021728746
Adelaide,Thursday,04,16723,394960.079999995,23.617776714704
Adelaide,Thursday,05,18171,445462.65,24.5150321941555
Adelaide,Thursday,06,20438,451778.979999998,22.1048527253155
Adelaide,Thursday,07,24477,552470.400000006,22.5710013482047
Adelaide,Thursday,08,28011,629900.870000014,22.4876252186646
Adelaide,Thursday,09,31105,721050.110000023,23.1811641215246
Adelaide,Thursday,10,31986,749917.940000025,23.4451928968932
Adelaide,Thursday,11,32885,767259.880000026,23.331606507527
Adelaide,Thursday,12,32035,762636.780000028,23.806361167474
Adelaide,Thursday,13,29138,678504.360000021,23.2858933351644
Adelaide,Thursday,14,27743,645031.770000018,23.2502530368027
Adelaide,Thursday,15,25413,598705.150000006,23.559011136033
Adelaide,Thursday,16,25893,585168.130000009,22.5994720580855
Adelaide,Thursday,17,26538,577155.690000005,21.7482737960662
Adelaide,Thursday,18,27231,586752.760000009,21.5472351364257
Adelaide,Thursday,19,27976,653353.480000027,23.3540706319712
Adelaide,Thursday,20,30517,704193.430000029,23.0754474555176
Adelaide,Thursday,21,32193,736475.280000026,22.8768763395778
Adelaide,Thursday,22,30711,732099.810000027,23.8383579173595
Adelaide,Thursday,23,27391,654485.650000015,23.8941860465122
Adelaide,Friday,00,23692,602047.760000007,25.4114367719064
Adelaide,Friday,01,21461,508544.680000005,23.6962247798334
Adelaide,Friday,02,20245,445329.629999991,21.9970180291425
Adelaide,Friday,03,18709,402901.149999986,21.5351515313478
Adelaide,Friday,04,18396,405873.19999999,22.0631224179164
Adelaide,Friday,05,18848,442854.229999995,23.4960860568758
Adelaide,Friday,06,21769,513095.050000005,23.5699871376731
Adelaide,Friday,07,25927,596033.990000008,22.9889300728973
Adelaide,Friday,08,29818,687356.490000022,23.0517301629895
Adelaide,Friday,09,32452,799192.57000003,24.6269126710227
Adelaide,Friday,10,33732,850363.51000003,25.2094008656477
Adelaide,Friday,11,34394,823138.990000039,23.9326333081363
Adelaide,Friday,12,33508,792770.290000032,23.6591348334736
Adelaide,Friday,13,31082,737377.270000023,23.7236107715084
Adelaide,Friday,14,29137,705093.59000002,24.1992514672073
Adelaide,Friday,15,27220,673099.290000012,24.7281149889791
Adelaide,Friday,16,26992,631169.700000016,23.3835840248969
Adelaide,Friday,17,26088,595381.640000011,22.8220499846677
Adelaide,Friday,18,26046,578504.180000013,22.210864624127
Adelaide,Friday,19,26978,613873.720000013,22.75460449255
Adelaide,Friday,20,28783,677886.970000024,23.5516440259884
Adelaide,Friday,21,29864,685896.940000017,22.9673499866065
Adelaide,Friday,22,30077,704783.350000026,23.432634571268
Adelaide,Friday,23,26579,609434.180000012,22.9291613679977
Adelaide,Saturday,00,23192,549006.500000009,23.6722361159024
Adelaide,Saturday,01,20735,490992.850000003,23.6794236797686
Adelaide,Saturday,02,19330,456981.590000001,23.6410548370409
Adelaide,Saturday,03,17756,431188.609999996,24.2841073439961
Adelaide,Saturday,04,17065,409417.279999993,23.9916366832695
Adelaide,Saturday,05,17280,435519.409999996,25.203669560185
Adelaide,Saturday,06,20037,486887.570000001,24.2994245645556
Adelaide,Saturday,07,22363,552122.540000011,24.6891087957792
Adelaide,Saturday,08,24969,592456.930000014,23.7276995474394
Adelaide,Saturday,09,27106,641561.650000013,23.6686213384495
Adelaide,Saturday,10,29451,711933.260000024,24.1734834131277
Adelaide,Saturday,11,29192,682755.570000024,23.3884478624289
Adelaide,Saturday,12,28616,677972.750000022,23.6920865949127
Adelaide,Saturday,13,27650,640038.410000019,23.1478629294763
Adelaide,Saturday,14,26223,626012.850000017,23.8726633108346
Adelaide,Saturday,15,24383,569650.450000008,23.3626071443222
Adelaide,Saturday,16,24536,569029.400000006,23.1916123247476
Adelaide,Saturday,17,23520,557924.380000007,23.7212746598643
Adelaide,Saturday,18,23908,538010.530000007,22.5033683285932
Adelaide,Saturday,19,23924,550880.260000009,23.0262606587531
Adelaide,Saturday,20,25091,592075.600000007,23.5971304451798
Adelaide,Saturday,21,27485,659106.840000011,23.980601782791
Adelaide,Saturday,22,27245,658090.270000012,24.1545336759043
Adelaide,Saturday,23,26102,625765.360000018,23.9738472147735
Brisbane,Sunday,00,32558,762293.190000023,23.41339117882
Brisbane,Sunday,01,29204,677695.770000017,23.2055803999458
Brisbane,Sunday,02,26668,632034.560000015,23.7001109944508
Brisbane,Sunday,03,25718,601016.540000009,23.3694898514662
Brisbane,Sunday,04,25683,624698.720000004,24.3234326207999
Brisbane,Sunday,05,25752,626489.020000015,24.3277811432128
Brisbane,Sunday,06,28587,731207.510000015,25.5783226641486
Brisbane,Sunday,07,33584,803278.120000026,23.918476655551
Brisbane,Sunday,08,38619,932980.490000017,24.1585874828457
Brisbane,Sunday,09,43178,998486.490000013,23.1248897586737
Brisbane,Sunday,10,44623,1033738.89000002,23.1660553974412
Brisbane,Sunday,11,44799,1014015.99,22.634790731936
Brisbane,Sunday,12,43466,952985.830000011,21.9248568996459
Brisbane,Sunday,13,40411,885944.140000021,21.9233411694841
Brisbane,Sunday,14,39356,867380.260000022,22.0393398719388
Brisbane,Sunday,15,39516,862684.580000034,21.8312729021165
Brisbane,Sunday,16,38610,903306.050000018,23.3956500906506
Brisbane,Sunday,17,38976,884537.84000002,22.6944232348117
Brisbane,Sunday,18,39941,904250.640000009,22.6396594977594
Brisbane,Sunday,19,42468,987809.540000014,23.260090891966
Brisbane,Sunday,20,45792,1110683.56,24.2549694269741
Brisbane,Sunday,21,47133,1172708.38,24.8808346593682
Brisbane,Sunday,22,44179,1049645.95000002,23.7589341089663
Brisbane,Sunday,23,39140,916943.350000016,23.4272700562089
Brisbane,Monday,00,34235,804497.810000024,23.4992788082379
Brisbane,Monday,01,30623,722825.75000001,23.6040149560791
Brisbane,Monday,02,29838,708565.620000004,23.7470882766943
Brisbane,Monday,03,27598,675864.200000016,24.4896079426051
Brisbane,Monday,04,27194,674698.030000003,24.8105475472532
Brisbane,Monday,05,28952,695724.300000006,24.0302673390441
Brisbane,Monday,06,34018,822779.230000014,24.1865844552888
Brisbane,Monday,07,40007,952902.640000004,23.8183977803885
Brisbane,Monday,08,46387,1126174.17999999,24.2777972276713
Brisbane,Monday,09,49154,1205150.37999999,24.5178496154941
Brisbane,Monday,10,50818,1231312.32999998,24.2298463142976
Brisbane,Monday,11,51302,1191700.45999999,23.2291228412146
Brisbane,Monday,12,49695,1121531.77999999,22.5683022436864
Brisbane,Monday,13,46080,1060696.76,23.0185928819444
Brisbane,Monday,14,43794,1030779.81000001,23.5370098643651
Brisbane,Monday,15,44709,1021874.29000001,22.856120467915
Brisbane,Monday,16,43703,997043.740000002,22.8140800402719
Brisbane,Monday,17,44312,1017212.46,22.9556883011374
Brisbane,Monday,18,45662,1023968.62000001,22.4249621129168
Brisbane,Monday,19,47459,1034594.39000001,21.7997511536275
Brisbane,Monday,20,52133,1155006.17999999,22.1549916559567
Brisbane,Monday,21,53723,1144424.01,21.3023101837202
Brisbane,Monday,22,50576,1096200.39000001,21.674319637773
Brisbane,Monday,23,43295,982498.870000013,22.6931255341266
Brisbane,Tuesday,00,36731,825953.91000003,22.4865620320718
Brisbane,Tuesday,01,32655,766352.740000024,23.4681592405458
Brisbane,Tuesday,02,30602,705414.910000015,23.051268217764
Brisbane,Tuesday,03,28338,644389.620000013,22.7394177429604
Brisbane,Tuesday,04,28116,659342.310000008,23.4507863849768
Brisbane,Tuesday,05,29860,709917.320000017,23.7748600133964
Brisbane,Tuesday,06,35654,836410.70000002,23.4590985583671
Brisbane,Tuesday,07,43146,992817.259999995,23.0106443239233
Brisbane,Tuesday,08,48347,1097356.29,22.6975053260802
Brisbane,Tuesday,09,51469,1232320.04999998,23.9429569255275
Brisbane,Tuesday,10,51591,1193453.57999998,23.1329801709596
Brisbane,Tuesday,11,51770,1188155.98999997,22.9506662159545
Brisbane,Tuesday,12,49636,1134736.36999998,22.8611566201946
Brisbane,Tuesday,13,46031,1023719.88,22.2397923138755
Brisbane,Tuesday,14,44004,994637.140000001,22.6033346968458
Brisbane,Tuesday,15,43884,976966.480000011,22.2624756175374
Brisbane,Tuesday,16,42674,928121.060000019,21.7490992173225
Brisbane,Tuesday,17,43809,931164.100000024,21.2550868542999
Brisbane,Tuesday,18,44548,959837.480000005,21.5461407919549
Brisbane,Tuesday,19,46799,1015801.56,21.7056253338746
Brisbane,Tuesday,20,51072,1159401.44,22.7013126566415
Brisbane,Tuesday,21,52722,1187519.11,22.5241665718296
Brisbane,Tuesday,22,50065,1149939.45,22.9689293917906
Brisbane,Tuesday,23,43411,1011258.76,23.2949888277165
Brisbane,Wednesday,00,36614,848873.680000027,23.184401595019
Brisbane,Wednesday,01,32455,782501.960000022,24.110366969651
Brisbane,Wednesday,02,30609,748328.020000019,24.4479734718553
Brisbane,Wednesday,03,29082,695233.280000015,23.9059652018436
Brisbane,Wednesday,04,28594,706403.020000014,24.7045890746315
Brisbane,Wednesday,05,30197,737418.450000017,24.4202553233771
Brisbane,Wednesday,06,36296,875597.370000025,24.1237979391676
Brisbane,Wednesday,07,43663,1040476.22000002,23.829700661888
Brisbane,Wednesday,08,48398,1148945.64,23.7395272531922
Brisbane,Wednesday,09,52525,1259156.22999999,23.9725127082339
Brisbane,Wednesday,10,54186,1311810.06,24.2093909866016
Brisbane,Wednesday,11,53429,1299086.57999998,24.3142596717135
Brisbane,Wednesday,12,51034,1215908.07000001,23.8254510718346
Brisbane,Wednesday,13,46873,1111143.5,23.7054060973267
Brisbane,Wednesday,14,43332,1030776.87000001,23.7878904735533
Brisbane,Wednesday,15,42711,980219.48000002,22.9500475287401
Brisbane,Wednesday,16,41495,941822.110000018,22.6972432823236
Brisbane,Wednesday,17,42511,931585.180000007,21.9139794406155
Brisbane,Wednesday,18,42926,954879.850000004,22.2447898709408
Brisbane,Wednesday,19,45463,1016662.66,22.3624191100456
Brisbane,Wednesday,20,50324,1147396.18,22.8001784436849
Brisbane,Wednesday,21,50905,1160943.78000001,22.8060854532955
Brisbane,Wednesday,22,48660,1105404.99,22.7169130702836
Brisbane,Wednesday,23,40895,929011.890000014,22.7170042792521
Brisbane,Thursday,00,35562,817926.030000019,23.0000008435976
Brisbane,Thursday,01,30853,716348.460000016,23.2181136356275
Brisbane,Thursday,02,29076,664473.880000012,22.853001788417
Brisbane,Thursday,03,27739,648707.920000012,23.3861321604965
Brisbane,Thursday,04,27962,663332.040000005,23.7226249910595
Brisbane,Thursday,05,30152,719046.780000015,23.8473991775012
Brisbane,Thursday,06,36117,883092.51000001,24.4508821330678
Brisbane,Thursday,07,43004,1011803.82000001,23.5281327318391
Brisbane,Thursday,08,48179,1168421.92,24.2516847589199
Brisbane,Thursday,09,51957,1221317.88999999,23.5063204188077
Brisbane,Thursday,10,53124,1248054.6,23.4932346961824
Brisbane,Thursday,11,51968,1202270.70999998,23.1348273937804
Brisbane,Thursday,12,49611,1138763.32,22.9538473322448
Brisbane,Thursday,13,47823,1080008.39,22.5834512682183
Brisbane,Thursday,14,44471,1033171.30000002,23.232472847474
Brisbane,Thursday,15,44816,1025467.89000001,22.8817362102822
Brisbane,Thursday,16,43590,997492.469999996,22.8835161734342
Brisbane,Thursday,17,44131,981105.200000015,22.2316557521927
Brisbane,Thursday,18,45384,1017726.65000001,22.4247895734181
Brisbane,Thursday,19,48334,1095493.51,22.6650703438574
Brisbane,Thursday,20,53533,1244675.75,23.2506257822278
Brisbane,Thursday,21,54111,1269717.66999997,23.4650564580209
Brisbane,Thursday,22,50265,1181509.16999998,23.5056037003876
Brisbane,Thursday,23,43620,1054796.28,24.1814828060523
Brisbane,Friday,00,37725,896992.840000008,23.7771461895297
Brisbane,Friday,01,32931,791996.420000009,24.0501782514958
Brisbane,Friday,02,31067,778463.250000022,25.0575610776716
Brisbane,Friday,03,28488,727925.670000021,25.5520103201355
Brisbane,Friday,04,29025,770387.710000018,26.5422122308361
Brisbane,Friday,05,31157,813874.310000027,26.1217161472551
Brisbane,Friday,06,36867,935644.150000008,25.3789066102479
Brisbane,Friday,07,44761,1102607.76999998,24.6332246822007
Brisbane,Friday,08,48947,1192150.07999998,24.3559376468421
Brisbane,Friday,09,51646,1274106.74999999,24.6699986446189
Brisbane,Friday,10,52981,1284261.53999997,24.2400396368505
Brisbane,Friday,11,51073,1221313.83,23.9131014430325
Brisbane,Friday,12,48985,1189422.19000001,24.281355312851
Brisbane,Friday,13,46057,1117862.69000001,24.2712875350111
Brisbane,Friday,14,43500,1016085.81000001,23.3582944827588
Brisbane,Friday,15,42600,1002509.45000001,23.5330856807513
Brisbane,Friday,16,40625,960771.560000019,23.6497614769235
Brisbane,Friday,17,40612,935995.330000028,23.0472601694087
Brisbane,Friday,18,41817,932373.050000029,22.2965074012968
Brisbane,Friday,19,41432,973713.760000016,23.5014906352582
Brisbane,Friday,20,44191,1019770.19000002,23.0764225747328
Brisbane,Friday,21,45272,1091264.38000001,24.1046205159924
Brisbane,Friday,22,42995,979921.81000002,22.7915294801726
Brisbane,Friday,23,37888,896245.650000032,23.6551322318421
Brisbane,Saturday,00,34182,814867.740000039,23.8390889942086
Brisbane,Saturday,01,30998,754856.960000029,24.3517955997171
Brisbane,Saturday,02,28617,705930.500000024,24.668221686411
Brisbane,Saturday,03,25579,624521.06000001,24.4153821494198
Brisbane,Saturday,04,25341,603743.070000006,23.824753166805
Brisbane,Saturday,05,26503,650488.520000013,24.5439580424862
Brisbane,Saturday,06,29768,750978.960000016,25.2277264176302
Brisbane,Saturday,07,35012,849442.860000026,24.2614777790479
Brisbane,Saturday,08,39762,986739.860000015,24.8161526080181
Brisbane,Saturday,09,43257,1042914.95000001,24.1097383082509
Brisbane,Saturday,10,44915,1080869.67000001,24.0647816987645
Brisbane,Saturday,11,45077,1070858.33000002,23.7562022761057
Brisbane,Saturday,12,43379,1005230.71000002,23.1732107701888
Brisbane,Saturday,13,41001,986477.940000014,24.0598507353483
Brisbane,Saturday,14,38151,890018.390000025,23.3288351550425
Brisbane,Saturday,15,38077,888653.620000027,23.3383307508477
Brisbane,Saturday,16,36489,856625.780000023,23.4762744936837
Brisbane,Saturday,17,36822,875454.97000003,23.7753237195163
Brisbane,Saturday,18,37280,858626.940000025,23.031838519314
Brisbane,Saturday,19,38498,937009.220000021,24.339166190452
Brisbane,Saturday,20,39815,945023.430000024,23.7353617983178
Brisbane,Saturday,21,41021,982055.67000002,23.940315204408
Brisbane,Saturday,22,39921,932176.550000019,23.3505310488219
Brisbane,Saturday,23,36742,850991.660000019,23.1612775570197
Canberra,Sunday,00,9219,146539.489999999,15.8953780236467
Canberra,Sunday,01,8069,129588.01,16.0599838889577
Canberra,Sunday,02,7129,114867.76,16.1127451255436
Canberra,Sunday,03,6860,104776.34,15.2735189504373
Canberra,Sunday,04,6594,113052.339999999,17.1447285410979
Canberra,Sunday,05,7033,105184.51,14.9558524100668
Canberra,Sunday,06,8043,130797.109999999,16.2622292676861
Canberra,Sunday,07,10072,151917.969999999,15.0831979745829
Canberra,Sunday,08,11756,176705.929999999,15.0311270840421
Canberra,Sunday,09,14136,209658.919999999,14.8315591397848
Canberra,Sunday,10,14222,240453.829999998,16.9071740964701
Canberra,Sunday,11,13815,236219.709999999,17.0987846543612
Canberra,Sunday,12,13190,228413.369999998,17.3171622441242
Canberra,Sunday,13,12242,204858.819999999,16.7340973697108
Canberra,Sunday,14,11624,199510.459999998,17.1636665519613
Canberra,Sunday,15,11263,198061.16,17.5851158661103
Canberra,Sunday,16,11906,204401.019999998,17.1679002183771
Canberra,Sunday,17,11828,223739.87,18.9161202231992
Canberra,Sunday,18,12074,216402.999999999,17.9230578101706
Canberra,Sunday,19,13488,235029.679999998,17.4250948991695
Canberra,Sunday,20,15051,259298.159999997,17.2279689057203
Canberra,Sunday,21,15508,246480.519999997,15.8937657982975
Canberra,Sunday,22,14453,212051.399999998,14.6717913236005
Canberra,Sunday,23,12309,195992.679999998,15.9227134616945
Canberra,Monday,00,10386,149120.319999999,14.3578201424994
Canberra,Monday,01,9457,123753.75,13.0859416305382
Canberra,Monday,02,9015,111721.269999999,12.3928197448696
Canberra,Monday,03,9173,122558.039999999,13.3607369453831
Canberra,Monday,04,9075,117502.759999998,12.9479625344351
Canberra,Monday,05,9659,129024.779999999,13.3579852986851
Canberra,Monday,06,12064,137037.889999999,11.3592415450928
Canberra,Monday,07,14490,172260.57,11.8882380952381
Canberra,Monday,08,16476,206983.08,12.5627021121631
Canberra,Monday,09,18220,246577.639999998,13.5333501646541
Canberra,Monday,10,19576,264476.029999995,13.5102181242335
Canberra,Monday,11,20215,279684.679999999,13.8355023497402
Canberra,Monday,12,18384,251992.68,13.7071736292428
Canberra,Monday,13,17598,238192.06,13.5351778611206
Canberra,Monday,14,17153,236600.019999999,13.7935066752171
Canberra,Monday,15,16662,213856.469999998,12.8349819949585
Canberra,Monday,16,16860,242717.799999999,14.3960735468564
Canberra,Monday,17,17233,223640.729999999,12.9774693901236
Canberra,Monday,18,16508,218935.429999999,13.262383692755
Canberra,Monday,19,17149,239090.19,13.9419318910723
Canberra,Monday,20,19494,272709.519999997,13.9894080229813
Canberra,Monday,21,21320,268162.809999996,12.5779929643525
Canberra,Monday,22,19634,236115.049999999,12.0258250993174
Canberra,Monday,23,14420,186324.93,12.9212850208045
Canberra,Tuesday,00,11362,140645.42,12.3785794754445
Canberra,Tuesday,01,10262,142004.85,13.8379312024946
Canberra,Tuesday,02,9923,108782.69,10.9626816486949
Canberra,Tuesday,03,9553,112293.919999999,11.7548330367423
Canberra,Tuesday,04,9708,116942.049999999,12.0459466419447
Canberra,Tuesday,05,10429,145074.87,13.9107172307987
Canberra,Tuesday,06,13178,156873.679999998,11.904210047048
Canberra,Tuesday,07,15915,159599.15,10.0282218033302
Canberra,Tuesday,08,18139,206830.87,11.4025508572689
Canberra,Tuesday,09,20118,253863.67,12.6187329754449
Canberra,Tuesday,10,21145,272672.339999997,12.8953577677937
Canberra,Tuesday,11,20834,289317.99,13.8868191417875
Canberra,Tuesday,12,20815,282492.53,13.5715844343022
Canberra,Tuesday,13,19077,260412.32,13.6505907637469
Canberra,Tuesday,14,18555,240949.93,12.9857143627055
Canberra,Tuesday,15,17351,240727.159999999,13.8739646129906
Canberra,Tuesday,16,17785,240350.059999999,13.514200730953
Canberra,Tuesday,17,18151,207896.87,11.4537419425927
Canberra,Tuesday,18,17765,214756.33,12.0887323388686
Canberra,Tuesday,19,18045,231752.86,12.8430512607371
Canberra,Tuesday,20,19200,271359.150000002,14.1332890625001
Canberra,Tuesday,21,19555,239448.52,12.2448744566607
Canberra,Tuesday,22,17894,218036.479999999,12.1848932603107
Canberra,Tuesday,23,15036,184729.45,12.2858107209364
Canberra,Wednesday,00,11604,152330.579999999,13.1274198552223
Canberra,Wednesday,01,10694,130179.289999999,12.1731148307462
Canberra,Wednesday,02,10409,123258.729999999,11.841553463349
Canberra,Wednesday,03,10202,133683.63,13.1036688884532
Canberra,Wednesday,04,9952,121751.949999999,12.2339178054662
Canberra,Wednesday,05,10933,128671.859999999,11.769126497759
Canberra,Wednesday,06,13359,155449.389999999,11.636304364099
Canberra,Wednesday,07,16547,170408.759999999,10.2984686045808
Canberra,Wednesday,08,18601,226027.589999998,12.1513676684048
Canberra,Wednesday,09,20717,289019.939999997,13.9508587150648
Canberra,Wednesday,10,22815,333406.649999994,14.6134845496381
Canberra,Wednesday,11,21791,300912.079999996,13.8090073883711
Canberra,Wednesday,12,21274,289672.069999998,13.6162484723135
Canberra,Wednesday,13,20092,275800.069999998,13.7268599442563
Canberra,Wednesday,14,18569,267959.579999998,14.4304798319779
Canberra,Wednesday,15,17497,249649.999999998,14.2681602560438
Canberra,Wednesday,16,17823,269485.199999998,15.1200807944789
Canberra,Wednesday,17,17394,241939.27,13.9093520754283
Canberra,Wednesday,18,16741,240019.409999996,14.337220596141
Canberra,Wednesday,19,17882,236087.95,13.2025472542221
Canberra,Wednesday,20,19043,265625.699999996,13.9487318174655
Canberra,Wednesday,21,19471,260667.369999998,13.3874670022083
Canberra,Wednesday,22,18111,241027.009999999,13.3083214620948
Canberra,Wednesday,23,14470,181336.209999999,12.5318735314443
Canberra,Thursday,00,10819,149202.599999999,13.790793973565
Canberra,Thursday,01,9846,130464.6,13.2505179768434
Canberra,Thursday,02,9298,123224.219999999,13.2527661862765
Canberra,Thursday,03,9706,150210.689999998,15.4760653204202
Canberra,Thursday,04,9826,132576.32,13.49239975575
Canberra,Thursday,05,10923,160963.529999999,14.7362015929688
Canberra,Thursday,06,13320,177084.599999997,13.2946396396394
Canberra,Thursday,07,15933,197875.099999999,12.4191991464256
Canberra,Thursday,08,17868,231235.909999999,12.9413426236848
Canberra,Thursday,09,20002,289619.229999994,14.4795135486449
Canberra,Thursday,10,20280,295481.519999996,14.570094674556
Canberra,Thursday,11,19720,299330.079999998,15.1790101419877
Canberra,Thursday,12,19313,296077.289999997,15.3304660073524
Canberra,Thursday,13,18100,271125.769999997,14.9793243093921
Canberra,Thursday,14,18427,283988.93,15.4115661800619
Canberra,Thursday,15,17519,269470.379999998,15.3816073976824
Canberra,Thursday,16,18016,275318.429999998,15.2818844360567
Canberra,Thursday,17,18005,247365.679999998,13.7387214662593
Canberra,Thursday,18,17282,258460.619999999,14.9554808471241
Canberra,Thursday,19,18090,276098.289999996,15.2624814814812
Canberra,Thursday,20,19641,316871.809999997,16.1331811007585
Canberra,Thursday,21,19685,298565.229999997,15.1671440182879
Canberra,Thursday,22,17415,265727.949999997,15.2585673270168
Canberra,Thursday,23,14089,194171.659999998,13.7817914685214
Canberra,Friday,00,11102,151330.19,13.6308944334354
