Location,DayOfWeek,TimeOfDay,Count,Sum,Avg
Sydney,Monday,04,71079,1599456.34999994,22.5025162143522
Sydney,Monday,05,73001,1649990.37999997,22.6022983246801
Sydney,Monday,06,84265,1893821.46000002,22.474591586068
Sydney,Monday,07,102196,2298890.70000011,22.4949185878127
Sydney,Monday,08,115490,2529273.96000012,21.9003719802591
Sydney,Monday,09,122886,2723618.74000019,22.1637838321712
Sydney,Monday,10,128206,2822391.24000023,22.0145019733884
Sydney,Monday,11,131787,2789531.71000022,21.1669717802228
Sydney,Monday,12,128685,2685066.49000021,20.8654193573471
Sydney,Monday,13,120666,2518939.19000021,20.8753019906204
Sydney,Monday,14,115739,2448590.37000014,21.1561389851316
Sydney,Monday,15,113537,2415577.04000016,21.2756814078244
Sydney,Monday,16,113518,2360546.93000014,20.794472506564
Sydney,Monday,17,117367,2421502.30000017,20.6318837492666
Sydney,Monday,18,117667,2288013.1200001,19.4448156237526
Sydney,Monday,19,118903,2355025.99000016,19.8062789837107
Sydney,Monday,20,127372,2535696.5000002,19.9078015576437
Sydney,Monday,21,133970,2451524.9400002,18.2990590430709
Sydney,Monday,22,128903,2389332.92000021,18.5358984662902
Sydney,Monday,23,106966,2114693.53000004,19.7697729184978
Sydney,Tuesday,00,90539,1827569.90000002,20.1854438418805
Sydney,Tuesday,01,78757,1573378.58999999,19.9776348768998
Sydney,Tuesday,02,71634,1500871.28999998,20.9519402797552
Sydney,Tuesday,03,66654,1436812.39,21.5562815434932
Sydney,Tuesday,04,67195,1417796.27999997,21.0997288488723
Sydney,Tuesday,05,70552,1478343.35999999,20.9539539630343
Sydney,Tuesday,06,83441,1736176.51999998,20.8072352920025
Sydney,Tuesday,07,101976,1999074.32000002,19.6033804032324
Sydney,Tuesday,08,114249,2245941.42000007,19.6583026547284
Sydney,Tuesday,09,120901,2514059.68000016,20.794366299701
Sydney,Tuesday,10,124451,2592955.76000023,20.8351540767068
Sydney,Tuesday,11,126425,2618387.55000019,20.710995056359
Sydney,Tuesday,12,126269,2580026.69000022,20.4327799380705
Sydney,Tuesday,13,119572,2417825.22000024,20.2206638677972
Sydney,Tuesday,14,116617,2349372.11000022,20.1460516905787
Sydney,Tuesday,15,111563,2278156.89000015,20.4203623961362
Sydney,Tuesday,16,113413,2323888.8100001,20.4904976501821
Sydney,Tuesday,17,116686,2360364.2200002,20.2283411891761
Sydney,Tuesday,18,117016,2285120.32000022,19.5282723730107
Sydney,Tuesday,19,119050,2456253.7900002,20.6321191936178
Sydney,Tuesday,20,126062,2644381.67000026,20.9768341768357
Sydney,Tuesday,21,131139,2687310.14000029,20.4920743638451
Sydney,Tuesday,22,128192,2585894.09000032,20.1720395188492
Sydney,Tuesday,23,111987,2295923.21000019,20.5016940359166
Sydney,Wednesday,00,95933,2006167.78000009,20.9121759978328
Sydney,Wednesday,01,83517,1735145.97999999,20.7759615407641
Sydney,Wednesday,02,76185,1589765.56999999,20.8671729343045
Sydney,Wednesday,03,72298,1591458.78999998,22.0124870674151
Sydney,Wednesday,04,71098,1571329.84999997,22.1009008692224
Sydney,Wednesday,05,74454,1649664.44999995,22.1568277056968
Sydney,Wednesday,06,89482,1962390.92000006,21.9305661473823
Sydney,Wednesday,07,108955,2356016.59000014,21.6237583406006
Sydney,Wednesday,08,122519,2632507.19000029,21.4865220088337
Sydney,Wednesday,09,129079,2821354.64000031,21.8575805514477
Sydney,Wednesday,10,134609,3002323.67000034,22.3040336827429
Sydney,Wednesday,11,135316,2968363.48000033,21.9365299003838
Sydney,Wednesday,12,132395,2862935.80000028,21.6241987990504
Sydney,Wednesday,13,125185,2702683.04000028,21.5895118424754
Sydney,Wednesday,14,119766,2659084.15000031,22.2023291251299
Sydney,Wednesday,15,116120,2641266.57000024,22.7460090423721
Sydney,Wednesday,16,115700,2529312.48000021,21.8609548833208
Sydney,Wednesday,17,115292,2491724.69000023,21.612294781947
Sydney,Wednesday,18,115985,2482903.42000022,21.4071079881038
Sydney,Wednesday,19,116759,2524329.15000024,21.6199963172024
Sydney,Wednesday,20,125403,2686826.86000028,21.4255389424518
Sydney,Wednesday,21,127172,2742344.0700003,21.5640555310941
Sydney,Wednesday,22,122211,2613964.69000022,21.3889477215653
Sydney,Wednesday,23,104943,2271424.66000015,21.6443656079981
Sydney,Thursday,00,90121,1987922.57000007,22.0583722994649
Sydney,Thursday,01,77455,1779822.11000001,22.9787891033505
Sydney,Thursday,02,72052,1618744.75999991,22.4663404208059
Sydney,Thursday,03,67026,1523837.65999993,22.7350231253534
Sydney,Thursday,04,66790,1510881.01999996,22.6213657733188
Sydney,Thursday,05,72041,1622133.73999994,22.5168132035916
Sydney,Thursday,06,84906,1875197.01000003,22.0855653310723
Sydney,Thursday,07,104208,2258980.31000007,21.6776093006302
Sydney,Thursday,08,117624,2433581.09000014,20.6894944059048
Sydney,Thursday,09,124532,2699703.14000017,21.6787905116771
Sydney,Thursday,10,130003,2754599.32000022,21.1887365676194
Sydney,Thursday,11,129954,2759954.03000024,21.2379305754362
Sydney,Thursday,12,126787,2626996.05000017,20.7197587292086
Sydney,Thursday,13,122371,2480852.98000014,20.2732099925647
Sydney,Thursday,14,121158,2595407.40000023,21.4216758282592
Sydney,Thursday,15,116800,2438626.37000015,20.8786504280835
Sydney,Thursday,16,117638,2459846.60000016,20.9103061935783
Sydney,Thursday,17,120101,2434789.23000018,20.2728472702157
Sydney,Thursday,18,120463,2487883.69000019,20.652679162898
Sydney,Thursday,19,122593,2541445.04000021,20.7307516742408
Sydney,Thursday,20,132043,2769107.97000026,20.9712591352836
Sydney,Thursday,21,136588,2755865.77000015,20.1764852695709
Sydney,Thursday,22,128888,2625184.04000017,20.3679476755025
Sydney,Thursday,23,113740,2382171.43000013,20.9440076490252
Sydney,Friday,00,99776,2121827.55000009,21.2659111409566
Sydney,Friday,01,84575,1828247.12000002,21.6168740171448
Sydney,Friday,02,76840,1772714.60000003,23.0702056220723
Sydney,Friday,03,72108,1707813.21999996,23.684101902701
Sydney,Friday,04,72504,1744439.40999998,24.0599057983004
Sydney,Friday,05,77154,1812385.88999999,23.4904980947196
Sydney,Friday,06,91373,2104233.85000001,23.0290550819171
Sydney,Friday,07,111208,2435094.78000008,21.8967590461125
Sydney,Friday,08,123793,2739341.62000019,22.1284048371087
Sydney,Friday,09,127725,2880555.29000016,22.5527914660416
Sydney,Friday,10,131272,2896184.88000014,22.062472423671
Sydney,Friday,11,129946,2934782.06000015,22.5846279223689
Sydney,Friday,12,128765,2939515.02000017,22.8285249873814
Sydney,Friday,13,122481,2781657.19000017,22.7109281439584
Sydney,Friday,14,119907,2750532.43000004,22.9388812162763
Sydney,Friday,15,117330,2681141.61000014,22.8512879059076
Sydney,Friday,16,115882,2729976.8700002,23.5582477865432
Sydney,Friday,17,115002,2680515.77000016,23.308427418655
Sydney,Friday,18,112842,2518358.70000011,22.3175652682522
Sydney,Friday,19,108184,2471531.48000008,22.8456285587525
Sydney,Friday,20,110194,2522513.2500001,22.8915662377271
Sydney,Friday,21,112626,2470616.05000011,21.9364627173131
Sydney,Friday,22,110765,2461353.9000001,22.2214047758777
Sydney,Friday,23,101929,2335433.49000009,22.9123555612249
Sydney,Saturday,00,91696,2263793.43000008,24.688028158263
Sydney,Saturday,01,79380,1875738.47999997,23.629862433862
Sydney,Saturday,02,73177,1756861.06999995,24.0083779056254
Sydney,Saturday,03,67611,1643581.92999992,24.3093864903628
Sydney,Saturday,04,65691,1648545.26999994,25.0954509750184
Sydney,Saturday,05,66657,1656255.44999995,24.8474346280203
Sydney,Saturday,06,74874,1870525.59999998,24.9823116168493
Sydney,Saturday,07,88425,2071156.75000003,23.4227509188581
Sydney,Saturday,08,102142,2371858.32000005,23.2211854085494
Sydney,Saturday,09,110370,2588835.80000015,23.4559735435367
Sydney,Saturday,10,115910,2744476.16000021,23.6776478302149
Sydney,Saturday,11,118085,2792642.94000023,23.6494299868758
Sydney,Saturday,12,118348,2849428.38000018,24.0766922972942
Sydney,Saturday,13,113685,2689777.06000017,23.6599116858
Sydney,Saturday,14,109700,2605133.04000018,23.7477943482241
Sydney,Saturday,15,107884,2607175.11000021,24.1664668532888
Sydney,Saturday,16,108376,2571788.82000025,23.7302430427424
Sydney,Saturday,17,110962,2653102.83000029,23.9100127070554
Sydney,Saturday,18,111282,2590353.74000023,23.2773830448791
Sydney,Saturday,19,110851,2664537.89000029,24.0371118889346
Sydney,Saturday,20,113362,2631760.56000025,23.2155445387365
Sydney,Saturday,21,118312,2701541.72000028,22.8340465886831
Sydney,Saturday,22,114687,2647856.52000026,23.0876779408325
Sydney,Saturday,23,108308,2482963.31000017,22.9250222513588
