RegionId,Name,Count,SumSentiment,CountExc,SumNeutralExc,Sentiment
1133341,"11703133341",1,0.00,0,0.00,0.00
2112245,"20604112245",7,126.44,1,86.25,18.06
1133009,"11703133009",1,59.27,1,59.27,59.27
2111628,"20603111628",1,-22.63,0,0.00,-22.63
1130427,"11601130427",5,0.00,0,0.00,0.00
5116518,"50702116518",7,57.19,1,57.19,8.17
1134116,"11801134116",6,0.00,0,0.00,0.00
1134844,"11802134844",3,115.68,2,115.68,38.56
1133604,"11703133604",2,-49.27,0,0.00,-24.64
4100210,"40101100210",13,18.06,1,52.67,1.39
4101306,"40103101306",5,111.23,1,62.49,22.25
2111811,"20604111811",4,0.00,0,0.00,0.00
1133132,"11703133132",4,56.82,0,0.00,14.21
8104020,"80104104020",1,0.00,0,0.00,0.00
3111105,"30501111105",1,0.00,0,0.00,0.00
3111001,"30501111001",1,80.20,1,80.20,80.20
1143137,"12203143137",18,478.20,3,192.20,26.57
1133325,"11703133325",3,0.00,0,0.00,0.00
4110401,"40403110401",12,177.18,1,87.15,14.77
1142426,"12203142426",3,0.00,0,0.00,0.00
8109405,"80108109405",1,0.00,0,0.00,0.00
5113538,"50604113538",2,0.00,0,0.00,0.00
2110602,"20601110602",2,0.00,0,0.00,0.00
1134515,"11801134515",28,545.72,9,460.56,19.49
8113109,"80106113109",2,54.11,1,54.11,27.06
1134514,"11801134514",5,7.09,2,7.09,1.42
4108511,"40304108511",1,0.00,0,0.00,0.00
3109501,"30403109501",4,0.00,0,0.00,0.00
1139845,"12101139845",2,61.14,1,61.14,30.57
5104336,"50302104336",2,61.14,1,61.14,30.57
2136245,"21305136245",1,25.00,0,0.00,25.00
2112407,"20604112407",7,127.11,2,127.11,18.16
1142619,"12203142619",1,57.19,1,57.19,57.19
1133750,"11703133750",21,422.06,4,304.21,20.10
5103917,"50302103917",1,49.26,0,0.00,49.26
1148554,"12503148554",2,0.00,0,0.00,0.00
1139049,"12003139049",1,0.00,0,0.00,0.00
2117026,"20801117026",2,0.00,0,0.00,0.00
3138851,"31402138851",1,0.00,0,0.00,0.00
2137011,"21401137011",2,0.00,0,0.00,0.00
1134354,"11801134354",1,0.00,0,0.00,0.00
4109125,"40401109125",1,0.00,0,0.00,0.00
1133446,"11703133446",1,0.00,0,0.00,0.00
5104167,"50302104167",6,178.53,4,144.53,29.76
2132403,"21205132403",9,150.42,2,135.94,16.71
4101922,"40105101922",4,108.12,2,108.12,27.03
1140223,"12101140223",2,74.74,1,74.74,37.37
3110609,"30501110609",7,120.88,2,120.88,17.27
3107828,"30306107828",1,42.15,0,0.00,42.15
8104021,"80104104021",1,42.15,0,0.00,42.15
1138720,"12002138720",1,-44.04,0,0.00,-44.04
2113028,"20605113028",3,128.21,2,128.21,42.74
1133932,"11801133932",5,-38.85,0,0.00,-7.77
2112609,"20604112609",5,-25.30,1,-56.96,-5.06
1148945,"12504148945",3,82.71,1,82.71,27.57
3108910,"30402108910",1,54.11,1,54.11,54.11
4102433,"40107102433",3,85.19,1,85.19,28.40
1133306,"11703133306",7,257.10,3,189.92,36.73
3110513,"30501110513",5,-54.08,0,0.00,-10.82
1156421,"11802156421",1,0.00,0,0.00,0.00
3111017,"30501111017",2,25.85,0,0.00,12.93
5112325,"50602112325",1,0.00,0,0.00,0.00
1133233,"11703133233",14,60.89,2,6.98,4.35
1150624,"12701150624",1,0.00,0,0.00,0.00
1139802,"12101139802",5,-31.64,0,0.00,-6.33
2134905,"21303134905",2,15.11,0,0.00,7.56
4110802,"40403110802",2,87.41,0,0.00,43.71
3102820,"30202102820",2,-24.36,1,-69.81,-12.18
4100131,"40101100131",11,497.89,7,497.89,45.26
1138322,"12001138322",3,3.97,0,0.00,1.32
3105812,"30302105812",3,127.38,2,127.38,42.46
3109615,"30403109615",18,-29.60,0,0.00,-1.64
3110516,"30501110516",5,-29.60,0,0.00,-5.92
4107406,"40304107406",2,139.29,2,139.29,69.65
3101325,"30102101325",4,65.88,1,65.88,16.47
5115001,"50701115001",4,0.00,0,0.00,0.00
3105803,"30302105803",2,52.67,1,52.67,26.34
2142628,"20802142628",4,58.10,0,0.00,14.53
1138141,"11904138141",2,0.00,0,0.00,0.00
4102315,"40107102315",8,201.68,2,108.25,25.21
5114026,"50605114026",2,-54.64,0,0.00,-27.32
2111724,"20604111724",12,207.07,2,121.08,17.26
2113204,"20605113204",2,81.22,1,81.22,40.61
1138613,"12001138613",1,0.00,0,0.00,0.00
2122603,"21001122603",1,0.00,0,0.00,0.00
1138848,"12002138848",4,0.00,0,0.00,0.00
2126814,"21103126814",2,0.00,0,0.00,0.00
4106231,"40302106231",1,0.00,0,0.00,0.00
1138854,"12002138854",5,109.02,2,109.02,21.80
3100804,"30102100804",7,136.00,2,136.00,19.43
3100734,"30102100734",2,42.15,0,0.00,21.08
1138807,"12002138807",4,89.91,1,79.64,22.48
2142818,"20902142818",2,0.00,0,0.00,0.00
2110601,"20601110601",2,86.07,0,0.00,43.04
2126605,"21103126605",1,0.00,0,0.00,0.00
3128616,"31003128616",1,0.00,0,0.00,0.00
2112206,"20604112206",6,170.57,2,121.18,28.43
2111129,"20602111129",1,0.00,0,0.00,0.00
1141528,"12104141528",2,40.19,0,0.00,20.10
5104158,"50302104158",6,335.83,4,293.84,55.97
1136632,"11902136632",3,0.00,0,0.00,0.00
1134338,"11801134338",10,42.15,0,0.00,4.22
1137453,"11903137453",1,0.00,0,0.00,0.00
4100102,"40101100102",1,40.19,0,0.00,40.19
5112307,"50602112307",3,61.14,1,61.14,20.38
1132627,"11702132627",7,279.90,4,297.69,39.99
4101609,"40104101609",1,0.00,0,0.00,0.00
3130913,"31102130913",3,0.00,0,0.00,0.00
1139006,"12003139006",7,98.15,1,54.11,14.02
2112327,"20604112327",13,316.42,4,246.80,24.34
1138116,"11904138116",2,131.49,2,131.49,65.75
1132803,"11702132803",2,-48.10,0,0.00,-24.05
1157015,"11802157015",4,0.00,0,0.00,0.00
5107716,"50501107716",2,-9.01,2,-9.01,-4.51
5104161,"50302104161",7,126.45,0,0.00,18.06
2114903,"20701114903",2,56.97,1,56.97,28.49
1140065,"12101140065",3,44.04,0,0.00,14.68
1133729,"11703133729",6,131.99,2,104.67,22.00
1142605,"12203142605",2,-51.06,1,-51.06,-25.53
1143125,"12203143125",2,0.00,0,0.00,0.00
1133244,"11703133244",1,56.96,1,56.96,56.96
3112809,"30503112809",1,0.00,0,0.00,0.00
5104172,"50302104172",7,117.46,3,75.31,16.78
1133501,"11703133501",1,33.82,0,0.00,33.82
2134131,"21302134131",1,0.00,0,0.00,0.00
1146133,"12403146133",1,40.03,0,0.00,40.03
1133620,"11703133620",1,0.00,0,0.00,0.00
2145201,"21103145201",1,76.50,1,76.50,76.50
2114218,"20607114218",4,87.50,1,87.50,21.88
2110537,"20601110537",4,34.90,0,0.00,8.73
2110604,"20601110604",1,0.00,0,0.00,0.00
1143104,"12203143104",2,-47.24,0,0.00,-23.62
1133745,"11703133745",9,48.97,2,1.30,5.44
8107008,"80106107008",2,0.00,0,0.00,0.00
2138348,"21402138348",2,0.00,0,0.00,0.00
3133504,"31106133504",1,0.00,0,0.00,0.00
2119437,"20804119437",1,0.00,0,0.00,0.00
1133541,"11703133541",1,0.00,0,0.00,0.00
2135227,"21303135227",2,0.00,0,0.00,0.00
1133752,"11703133752",30,624.07,8,503.93,20.80
2119119,"20803119119",1,0.00,0,0.00,0.00
2111131,"20602111131",1,0.00,0,0.00,0.00
1135008,"11802135008",1,-34.00,0,0.00,-34.00
2113606,"20606113606",5,29.60,0,0.00,5.92
5104159,"50302104159",2,0.00,0,0.00,0.00
2111325,"20603111325",1,0.00,0,0.00,0.00
3103603,"30203103603",15,346.11,3,210.18,23.07
2114212,"20607114212",1,45.88,0,0.00,45.88
5110501,"50503110501",1,59.94,1,59.94,59.94
1157311,"11902157311",1,40.19,0,0.00,40.19
1132919,"11703132919",1,57.07,1,57.07,57.07
5107406,"50501107406",1,62.49,1,62.49,62.49
3132729,"31105132729",2,36.12,0,0.00,18.06
3110930,"30501110930",1,75.00,1,75.00,75.00
1138905,"12002138905",2,0.00,0,0.00,0.00
2114109,"20607114109",2,121.67,1,75.79,60.84
1160402,"12801160402",3,0.00,0,0.00,0.00
8104901,"80105104901",6,87.62,1,81.26,14.60
2111815,"20604111815",1,47.67,0,0.00,47.67
2119526,"20804119526",2,0.00,0,0.00,0.00
2120025,"20901120025",1,64.76,1,64.76,64.76
1133705,"11703133705",2,47.53,0,0.00,23.77
1153610,"12802153610",1,0.00,0,0.00,0.00
2113309,"20605113309",11,282.10,4,222.90,25.65
2112501,"20604112501",1,42.15,0,0.00,42.15
1141621,"12104141621",2,0.00,0,0.00,0.00
2119715,"20901119715",1,0.00,0,0.00,0.00
1134610,"11801134610",1,63.69,1,63.69,63.69
1140265,"12101140265",2,102.12,2,102.12,51.06
4100107,"40101100107",2,0.00,0,0.00,0.00
2110541,"20601110541",4,0.00,0,0.00,0.00
2133609,"21301133609",1,49.39,0,0.00,49.39
3101601,"30103101601",1,0.00,0,0.00,0.00
3110508,"30501110508",1,0.00,0,0.00,0.00
2114223,"20607114223",4,0.00,0,0.00,0.00
1149207,"12504149207",5,143.14,2,107.02,28.63
4101702,"40105101702",1,0.00,0,0.00,0.00
2112329,"20604112329",2,0.00,0,0.00,0.00
4109502,"40401109502",1,0.00,0,0.00,0.00
1134503,"11801134503",3,-15.53,0,0.00,-5.18
3110519,"30501110519",4,46.99,3,46.99,11.75
2113038,"20605113038",7,249.93,4,249.93,35.70
3103010,"30202103010",3,108.18,1,74.18,36.06
5110012,"50503110012",9,15.31,0,0.00,1.70
3109611,"30403109611",1,0.00,0,0.00,0.00
2114221,"20607114221",2,0.00,0,0.00,0.00
1132908,"11703132908",4,71.39,0,0.00,17.85
2113728,"20606113728",2,-22.63,0,0.00,-11.32
8109811,"80108109811",1,0.00,0,0.00,0.00
2112221,"20604112221",1,63.60,1,63.60,63.60
2117333,"20801117333",1,40.19,0,0.00,40.19
3113014,"30503113014",1,0.00,0,0.00,0.00
2110507,"20601110507",5,52.55,1,52.55,10.51
3110707,"30501110707",1,27.32,0,0.00,27.32
8104027,"80104104027",1,0.00,0,0.00,0.00
2134438,"21302134438",1,0.00,0,0.00,0.00
2138322,"21402138322",3,81.94,1,81.94,27.31
1143304,"12301143304",2,62.49,1,62.49,31.25
1148932,"12504148932",2,81.26,1,81.26,40.63
1158202,"12501158202",1,0.00,0,0.00,0.00
4100147,"40101100147",15,247.15,2,129.82,16.48
1149910,"12602149910",1,0.00,0,0.00,0.00
2144422,"21005144422",1,0.00,0,0.00,0.00
5105007,"50402105007",1,-29.60,0,0.00,-29.60
2112624,"20604112624",12,177.53,4,143.69,14.79
8113101,"80106113101",5,-20.23,0,0.00,-4.05
2113350,"20605113350",1,22.63,0,0.00,22.63
1133450,"11703133450",7,58.59,1,58.59,8.37
1142946,"12203142946",1,49.26,0,0.00,49.26
1141723,"12104141723",2,0.00,0,0.00,0.00
3100407,"30101100407",1,-59.94,1,-59.94,-59.94
2120345,"20901120345",5,0.00,0,0.00,0.00
1137206,"11903137206",1,88.85,1,88.85,88.85
1133912,"11801133912",4,44.04,0,0.00,11.01
3105802,"30302105802",3,57.19,1,57.19,19.06
1156803,"11802156803",4,89.89,1,54.23,22.47
1142932,"12203142932",1,51.06,1,51.06,51.06
1148112,"12503148112",3,122.71,1,73.45,40.90
1133751,"11703133751",17,336.65,3,208.82,19.80
1138714,"12002138714",1,0.00,0,0.00,0.00
1133038,"11703133038",2,36.12,0,0.00,18.06
2110510,"20601110510",1,0.00,0,0.00,0.00
5104135,"50302104135",6,184.71,2,146.53,30.79
3128911,"31003128911",1,0.00,0,0.00,0.00
1138226,"11904138226",1,0.00,0,0.00,0.00
2142812,"20902142812",12,448.44,6,373.98,37.37
2114452,"20607114452",1,42.15,0,0.00,42.15
4100108,"40101100108",5,81.21,0,0.00,16.24
3112801,"30503112801",1,86.25,1,86.25,86.25
3112803,"30503112803",3,83.61,1,67.05,27.87
1159616,"12701159616",1,57.19,1,57.19,57.19
3105202,"30302105202",1,0.00,0,0.00,0.00
3129920,"31004129920",1,0.00,0,0.00,0.00
2113706,"20606113706",1,91.68,1,91.68,91.68
2122812,"21001122812",1,38.18,0,0.00,38.18
1131802,"11603131802",8,127.12,2,122.28,15.89
2112403,"20604112403",3,104.25,1,54.99,34.75
1133120,"11703133120",1,44.04,0,0.00,44.04
1142647,"12203142647",1,0.00,0,0.00,0.00
1134308,"11801134308",1,62.49,1,62.49,62.49
1148914,"12504148914",1,0.00,0,0.00,0.00
5104132,"50302104132",1,-34.00,0,0.00,-34.00
2118708,"20803118708",1,0.00,0,0.00,0.00
2112702,"20604112702",8,170.68,1,52.67,21.34
2114312,"20607114312",1,0.00,0,0.00,0.00
1134034,"11801134034",3,67.05,1,67.05,22.35
1131801,"11603131801",2,0.00,0,0.00,0.00
1130756,"11601130756",1,49.39,0,0.00,49.39
5117709,"50704117709",1,0.00,0,0.00,0.00
2112634,"20604112634",1,0.00,0,0.00,0.00
8110914,"80109110914",2,0.00,0,0.00,0.00
2113325,"20605113325",2,57.19,1,57.19,28.60
3102717,"30202102717",1,0.00,0,0.00,0.00
5116513,"50702116513",2,62.49,1,62.49,31.25
1143118,"12203143118",1,47.67,0,0.00,47.67
1133947,"11801133947",16,136.61,2,115.56,8.54
4100141,"40101100141",9,282.69,4,267.58,31.41
3112008,"30503112008",1,0.00,0,0.00,0.00
1152301,"12703152301",3,114.38,2,114.38,38.13
3103513,"30203103513",1,0.00,0,0.00,0.00
2117215,"20801117215",2,76.84,1,76.84,38.42
3108012,"30306108012",1,0.00,0,0.00,0.00
3109426,"30403109426",2,63.69,1,63.69,31.85
1141418,"12104141418",1,44.04,0,0.00,44.04
2115137,"20701115137",1,0.00,0,0.00,0.00
1133128,"11703133128",1,65.97,1,65.97,65.97
2117635,"20802117635",2,34.00,0,0.00,17.00
4100216,"40101100216",9,0.00,0,0.00,0.00
2117725,"20802117725",1,38.18,0,0.00,38.18
2117603,"20802117603",4,23.24,0,0.00,5.81
1134325,"11801134325",4,-46.39,0,0.00,-11.60
1132631,"11702132631",1,0.00,0,0.00,0.00
8102105,"80101102105",2,48.76,0,0.00,24.38
8105104,"80105105104",2,81.72,1,81.72,40.86
2112232,"20604112232",4,178.03,2,130.65,44.51
2129328,"21202129328",1,0.00,0,0.00,0.00
8103612,"80104103612",4,22.63,0,0.00,5.66
2120825,"20902120825",3,72.29,0,0.00,24.10
1132125,"11701132125",1,0.00,0,0.00,0.00
2112313,"20604112313",1,0.00,0,0.00,0.00
2145004,"21103145004",1,-44.04,0,0.00,-44.04
1133708,"11703133708",6,0.00,0,0.00,0.00
2113733,"20606113733",1,0.00,0,0.00,0.00
3103220,"30202103220",6,163.11,2,115.73,27.19
6101730,"60103101730",4,113.69,1,52.55,28.42
8110207,"80109110207",3,57.19,1,57.19,19.06
2113036,"20605113036",3,40.19,0,0.00,13.40
2135019,"21303135019",2,64.67,1,64.67,32.34
5104178,"50302104178",1,65.90,1,65.90,65.90
3104402,"30204104402",1,49.26,0,0.00,49.26
1133714,"11703133714",14,27.47,0,0.00,1.96
2113016,"20605113016",3,22.63,0,0.00,7.54
8106203,"80106106203",1,0.00,0,0.00,0.00
2113641,"20606113641",2,40.12,0,0.00,20.06
2112623,"20604112623",14,328.96,4,242.98,23.50
3111013,"30501111013",7,128.85,1,57.19,18.41
2132645,"21205132645",2,0.00,0,0.00,0.00
2118227,"20802118227",1,63.69,1,63.69,63.69
1141706,"12104141706",1,40.19,0,0.00,40.19
1133020,"11703133020",6,105.64,2,132.78,17.61
5116521,"50702116521",1,0.00,0,0.00,0.00
1138909,"12002138909",3,0.00,0,0.00,0.00
1132664,"11702132664",4,0.22,2,0.22,0.05
1138923,"12002138923",1,0.00,0,0.00,0.00
1133511,"11703133511",4,129.88,1,57.19,32.47
1156703,"11802156703",1,81.92,1,81.92,81.92
8104504,"80104104504",2,47.67,0,0.00,23.84
5103911,"50302103911",1,27.32,0,0.00,27.32
8105706,"80105105706",1,55.74,1,55.74,55.74
2111215,"20602111215",2,37.61,1,78.45,18.81
1133313,"11703133313",1,58.59,1,58.59,58.59
3104619,"30204104619",6,2.22,0,0.00,0.37
1143107,"12203143107",2,0.00,0,0.00,0.00
1141713,"12104141713",3,-42.15,0,0.00,-14.05
3113004,"30503113004",3,0.00,0,0.00,0.00
2128227,"21105128227",1,22.63,0,0.00,22.63
1139823,"12101139823",3,0.00,0,0.00,0.00
3105911,"30302105911",1,0.00,0,0.00,0.00
1133433,"11703133433",7,7.90,3,-54.29,1.13
1135057,"11802135057",8,298.29,5,333.90,37.29
3130417,"31004130417",1,36.12,0,0.00,36.12
4100132,"40101100132",3,74.30,1,74.30,24.77
3110523,"30501110523",3,65.90,1,65.90,21.97
1150002,"12602150002",4,9.09,1,63.69,2.27
1133710,"11703133710",1,0.00,0,0.00,0.00
2131240,"21204131240",1,0.00,0,0.00,0.00
1133760,"11703133760",5,24.81,0,0.00,4.96
2111516,"20603111516",1,0.00,0,0.00,0.00
5104151,"50302104151",12,382.34,5,324.36,31.86
2114206,"20607114206",2,47.67,0,0.00,23.84
1157530,"12003157530",1,63.69,1,63.69,63.69
5116505,"50702116505",1,0.00,0,0.00,0.00
2145606,"21202145606",5,0.00,0,0.00,0.00
2112213,"20604112213",8,-48.20,2,-18.60,-6.03
1156708,"11802156708",1,0.00,0,0.00,0.00
